employee_id,department,salary,new_hire,job_level
106,Sales,52680.39429,No,Hourly
107,Engineering,66115.81142,Yes,Hourly
110,Engineering,47803.12048,No,Hourly
112,Engineering,59036.66341,No,Hourly
113,Sales,88238.07282,No,Salaried
116,Engineering,51542.47894,No,Hourly
117,Engineering,88037.07169,No,Salaried
118,Sales,53105.88228,No,Hourly
119,Engineering,64432.80077,Yes,Hourly
120,Sales,99423.13906,No,Salaried
121,Sales,51375.03835,No,Hourly
124,Engineering,67302.33004,No,Hourly
125,Sales,108653.053,No,Manager
126,Engineering,50343.13818,Yes,Hourly
128,Sales,61801.93175,No,Hourly
129,Sales,87335.63596,Yes,Salaried
131,Sales,70083.33336,Yes,Hourly
132,Engineering,72603.40193,Yes,Hourly
133,Finance,121074.1478,Yes,Manager
134,Engineering,91397.44142,No,Salaried
137,Engineering,75173.38286,Yes,Hourly
138,Engineering,56754.47525,No,Hourly
139,Engineering,53055.83619,No,Hourly
140,Finance,88988.78952,No,Salaried
141,Engineering,59214.97363,No,Hourly
142,Sales,131677.7646,No,Manager
143,Engineering,55104.7524,No,Hourly
144,Engineering,50482.08399,No,Hourly
145,Engineering,52013.08115,No,Hourly
147,Engineering,87720.88787,No,Salaried
148,Finance,62239.7917,No,Hourly
150,Engineering,89956.57113,Yes,Salaried
151,Engineering,72176.91737,Yes,Hourly
152,Sales,54953.57839,No,Hourly
153,Engineering,104506.3529,No,Salaried
154,Sales,99830.11794,Yes,Salaried
155,Engineering,53211.87436,No,Hourly
158,Sales,99145.09953,No,Salaried
159,Engineering,60038.16306,No,Hourly
160,Sales,77380.48642,Yes,Hourly
161,Engineering,50398.8453,No,Hourly
162,Engineering,76834.40541,Yes,Hourly
163,Sales,90057.39671,No,Salaried
164,Engineering,117149.8676,Yes,Manager
165,Engineering,85166.22809,No,Salaried
167,Sales,67360.38539,Yes,Hourly
169,Engineering,62823.0546,No,Hourly
170,Engineering,93091.0509,No,Salaried
171,Engineering,61008.09939,No,Hourly
174,Sales,52335.07442,No,Hourly
175,Sales,78817.70721,No,Hourly
176,Sales,51167.39959,Yes,Hourly
177,Finance,67593.16498,No,Hourly
178,Engineering,75042.08297,No,Hourly
179,Engineering,150592.5374,No,Manager
182,Sales,56334.2059,No,Hourly
183,Sales,93265.34557,Yes,Salaried
184,Finance,66612.95614,Yes,Hourly
190,Engineering,67612.50316,Yes,Hourly
192,Engineering,59429.55155,No,Hourly
193,Engineering,60313.12933,No,Hourly
194,Engineering,48100.37852,Yes,Hourly
195,Sales,90613.96156,No,Salaried
197,Engineering,73130.77254,No,Hourly
198,Engineering,76328.15756,No,Hourly
199,Engineering,80552.33059,Yes,Salaried
200,Engineering,122257.5829,Yes,Manager
201,Engineering,68267.22958,No,Hourly
202,Engineering,70510.90965,No,Hourly
204,Sales,90363.1139,Yes,Salaried
205,Sales,53042.60768,No,Hourly
206,Engineering,65037.93988,No,Hourly
207,Sales,58766.0629,No,Hourly
208,Engineering,82177.74255,No,Salaried
211,Engineering,50213.03573,No,Hourly
214,Engineering,58922.764,No,Hourly
215,Sales,85621.16871,No,Salaried
216,Sales,81900.46288,No,Salaried
217,Engineering,103471.6722,No,Salaried
218,Engineering,69872.26705,Yes,Hourly
221,Engineering,64517.68315,No,Hourly
223,Engineering,107376.3421,No,Manager
224,Engineering,56667.66113,Yes,Hourly
226,Engineering,49835.63312,No,Hourly
227,Engineering,80661.21344,No,Hourly
228,Sales,78983.2743,Yes,Hourly
230,Sales,94220.13396,Yes,Salaried
231,Engineering,55990.01832,No,Hourly
233,Engineering,53355.01006,No,Hourly
235,Sales,61121.80536,No,Hourly
238,Engineering,82937.36827,Yes,Salaried
239,Engineering,120338.3357,No,Manager
240,Sales,92939.86271,No,Salaried
241,Engineering,84451.46802,No,Salaried
242,Engineering,57202.57913,No,Hourly
243,Engineering,95446.91191,No,Salaried
244,Sales,61776.23398,Yes,Hourly
245,Engineering,59819.09158,No,Hourly
246,Engineering,66996.3133,No,Hourly
247,Engineering,79916.10805,Yes,Hourly
248,Sales,66981.60704,Yes,Hourly
249,Engineering,95006.73676,No,Salaried
250,Engineering,58382.02327,No,Hourly
252,Engineering,92080.4283,No,Salaried
253,Engineering,54100.59468,No,Hourly
254,Engineering,52430.69449,No,Hourly
256,Engineering,79161.73648,No,Hourly
258,Engineering,106651.0761,No,Manager
259,Engineering,57760.49709,No,Hourly
260,Engineering,108114.1349,Yes,Manager
261,Engineering,124725.4743,Yes,Manager
262,Engineering,95117.07679,No,Salaried
264,Engineering,117162.3903,No,Manager
267,Engineering,77267.42723,No,Hourly
269,Engineering,108010.9368,Yes,Manager
270,Engineering,79937.21126,No,Hourly
271,Engineering,62659.5023,No,Hourly
273,Engineering,69120.34417,Yes,Hourly
274,Engineering,95323.87273,No,Salaried
275,Engineering,61173.3199,No,Hourly
277,Engineering,59179.77747,Yes,Hourly
281,Engineering,90500.53492,No,Salaried
282,Engineering,57069.45982,Yes,Hourly
283,Sales,51965.59312,No,Hourly
284,Engineering,79473.40323,No,Hourly
286,Engineering,47733.63494,No,Hourly
287,Engineering,128703.9815,Yes,Manager
288,Engineering,66510.70525,No,Hourly
291,Sales,63016.92626,Yes,Hourly
292,Engineering,48317.47756,No,Hourly
293,Sales,109408.9245,No,Manager
296,Engineering,84581.60936,No,Salaried
297,Engineering,51113.52198,No,Hourly
298,Sales,70062.56508,No,Hourly
299,Sales,91386.12164,No,Salaried
300,Engineering,58530.01817,No,Hourly
302,Sales,70866.78624,No,Hourly
303,Sales,46133.67358,No,Hourly
304,Engineering,68682.36499,No,Hourly
305,Engineering,60622.36617,No,Hourly
306,Engineering,48465.21768,No,Hourly
307,Sales,92010.43496,No,Salaried
308,Engineering,46972.29276,No,Hourly
309,Engineering,114114.9983,No,Manager
311,Sales,69416.80495,No,Hourly
312,Sales,56969.15111,No,Hourly
314,Sales,56306.47052,Yes,Hourly
315,Engineering,47939.07559,No,Hourly
316,Engineering,88523.66164,Yes,Salaried
319,Engineering,82807.17431,No,Salaried
321,Finance,84663.9407,Yes,Salaried
323,Sales,91660.66818,Yes,Salaried
325,Engineering,88323.43038,No,Salaried
327,Sales,55472.87125,No,Hourly
328,Engineering,88845.26794,No,Salaried
329,Sales,105583.3017,No,Manager
330,Sales,92509.00875,No,Salaried
331,Engineering,85052.50989,No,Salaried
332,Engineering,67189.92881,Yes,Hourly
333,Sales,64305.02726,Yes,Hourly
334,Engineering,69023.80622,No,Hourly
335,Engineering,64592.45641,No,Hourly
336,Engineering,48485.96244,No,Hourly
337,Engineering,100848.1368,No,Salaried
338,Engineering,72689.83272,No,Hourly
339,Engineering,71034.02184,Yes,Hourly
340,Engineering,55030.17442,No,Hourly
341,Engineering,55739.28662,No,Hourly
342,Engineering,67322.3257,No,Hourly
343,Engineering,51817.97464,No,Hourly
346,Engineering,91770.33627,No,Salaried
347,Engineering,91521.57004,Yes,Salaried
349,Sales,126404.0259,No,Manager
350,Engineering,78884.72352,Yes,Hourly
351,Engineering,60561.5035,Yes,Hourly
352,Engineering,70014.01761,No,Hourly
353,Engineering,67373.60411,No,Hourly
355,Engineering,65999.68447,No,Hourly
359,Engineering,62114.27178,No,Hourly
361,Sales,73887.24902,Yes,Hourly
362,Engineering,93043.67201,No,Salaried
363,Sales,104005.882,Yes,Salaried
364,Engineering,94781.36057,No,Salaried
366,Sales,69196.43718,Yes,Hourly
367,Engineering,50476.79806,No,Hourly
369,Engineering,136408.8615,Yes,Manager
372,Engineering,109907.9772,No,Manager
373,Engineering,63869.47152,No,Hourly
374,Engineering,130435.3081,No,Manager
376,Engineering,51025.95385,No,Hourly
377,Engineering,75187.12148,No,Hourly
378,Sales,52426.93451,Yes,Hourly
379,Engineering,89798.18769,No,Salaried
380,Engineering,49085.63891,No,Hourly
381,Engineering,53910.58953,No,Hourly
382,Sales,98536.6352,No,Salaried
384,Engineering,62927.76049,No,Hourly
385,Engineering,71133.48419,No,Hourly
386,Engineering,61254.89449,Yes,Hourly
387,Sales,48577.70871,No,Hourly
388,Sales,47257.6461,No,Hourly
389,Engineering,85344.8175,No,Salaried
390,Engineering,66526.7785,No,Hourly
391,Engineering,47662.01627,No,Hourly
392,Engineering,97159.0406,Yes,Salaried
393,Engineering,66780.59983,No,Hourly
394,Engineering,81082.51162,No,Hourly
395,Engineering,71255.37619,Yes,Hourly
396,Engineering,69377.0431,No,Hourly
397,Engineering,87448.94681,No,Salaried
399,Sales,78712.93204,No,Hourly
401,Sales,78448.55424,No,Hourly
403,Engineering,164072.581,Yes,Manager
404,Sales,76633.52637,No,Hourly
405,Engineering,89089.69721,No,Salaried
406,Sales,70462.88699,Yes,Hourly
407,Engineering,61387.64473,No,Hourly
408,Engineering,50730.83081,Yes,Hourly
410,Sales,70151.64795,No,Hourly
411,Sales,58966.65997,No,Hourly
412,Engineering,84768.6779,No,Salaried
416,Sales,53916.68759,No,Hourly
417,Engineering,67881.12464,No,Hourly
419,Engineering,98474.4317,Yes,Salaried
420,Sales,74584.21404,No,Hourly
421,Engineering,68748.96329,Yes,Hourly
422,Engineering,54076.18636,Yes,Hourly
423,Engineering,64536.4674,Yes,Hourly
424,Finance,67613.34435,No,Hourly
425,Engineering,98818.89066,No,Salaried
426,Engineering,77066.88694,Yes,Hourly
428,Engineering,86015.51951,No,Salaried
429,Engineering,82660.30871,Yes,Salaried
430,Engineering,89148.58283,Yes,Salaried
431,Engineering,56414.21053,No,Hourly
433,Engineering,93967.1279,No,Salaried
434,Engineering,52780.11287,No,Hourly
436,Sales,46982.98152,Yes,Hourly
437,Sales,61050.48193,Yes,Hourly
438,Sales,63639.08053,No,Hourly
439,Engineering,64866.15866,No,Hourly
440,Engineering,61953.46713,Yes,Hourly
441,Engineering,105241.1184,No,Manager
442,Engineering,79053.37932,No,Hourly
444,Engineering,58672.70462,No,Hourly
445,Sales,77974.70654,No,Hourly
446,Sales,55073.66985,No,Hourly
447,Engineering,60394.53949,No,Hourly
448,Engineering,52182.30396,No,Hourly
449,Sales,55361.11735,No,Hourly
450,Engineering,55722.10635,No,Hourly
451,Engineering,62114.48016,Yes,Hourly
452,Engineering,71276.1068,No,Hourly
453,Sales,71892.76574,Yes,Hourly
454,Engineering,64237.44986,No,Hourly
455,Engineering,57288.7361,No,Hourly
456,Sales,77300.80552,No,Hourly
458,Sales,63055.28625,Yes,Hourly
460,Engineering,83756.11863,No,Salaried
461,Engineering,71285.66162,Yes,Hourly
462,Engineering,69134.15008,No,Hourly
463,Sales,88213.90315,No,Salaried
464,Engineering,57689.38275,No,Hourly
465,Engineering,49553.6248,No,Hourly
466,Engineering,63352.61346,No,Hourly
467,Sales,90662.21439,Yes,Salaried
468,Engineering,129275.5187,No,Manager
469,Sales,79176.24485,No,Hourly
470,Finance,54791.30549,No,Hourly
471,Engineering,82202.61595,No,Salaried
473,Sales,134445.9452,Yes,Manager
474,Engineering,111726.1535,No,Manager
475,Sales,61191.66099,Yes,Hourly
476,Sales,73156.76307,Yes,Hourly
477,Engineering,75726.01033,Yes,Hourly
478,Sales,84386.89083,No,Salaried
479,Sales,54863.32394,Yes,Hourly
481,Sales,51945.54888,Yes,Hourly
482,Engineering,64377.08794,No,Hourly
483,Engineering,63806.03769,No,Hourly
484,Sales,92783.86058,No,Salaried
485,Sales,74267.38247,No,Hourly
486,Engineering,77870.53773,No,Hourly
487,Engineering,57721.71333,No,Hourly
488,Sales,111006.9782,No,Manager
491,Engineering,58490.59249,No,Hourly
492,Sales,76131.05228,No,Hourly
493,Engineering,82189.05494,Yes,Salaried
494,Sales,53745.74092,No,Hourly
495,Engineering,49374.50736,No,Hourly
496,Engineering,49493.0169,No,Hourly
497,Engineering,92920.21912,Yes,Salaried
498,Sales,65243.09354,Yes,Hourly
499,Engineering,106789.512,Yes,Manager
500,Sales,70468.83764,No,Hourly
501,Engineering,108694.2205,No,Manager
502,Sales,70085.97323,No,Hourly
505,Engineering,137546.0212,No,Manager
507,Sales,70559.04982,Yes,Hourly
508,Sales,63489.17488,No,Hourly
510,Engineering,57583.02069,No,Hourly
511,Engineering,74657.52434,No,Hourly
513,Sales,47497.65146,No,Hourly
514,Engineering,78619.22862,No,Hourly
515,Engineering,62417.34943,No,Hourly
516,Sales,89220.27396,No,Salaried
517,Engineering,64487.25222,No,Hourly
518,Engineering,67558.34263,No,Hourly
520,Engineering,59759.57599,No,Hourly
521,Engineering,61515.52416,No,Hourly
522,Engineering,68659.7259,No,Hourly
523,Sales,72646.27123,No,Hourly
524,Engineering,73687.22471,No,Hourly
525,Engineering,93895.07951,No,Salaried
526,Engineering,118657.0848,Yes,Manager
527,Sales,62462.62703,No,Hourly
529,Engineering,68452.76856,No,Hourly
530,Engineering,94418.63548,No,Salaried
531,Engineering,69041.44445,Yes,Hourly
532,Sales,55411.57299,No,Hourly
533,Sales,77147.29648,Yes,Hourly
534,Sales,78678.32423,No,Hourly
536,Engineering,96420.96265,No,Salaried
538,Engineering,103111.3392,No,Salaried
543,Engineering,69412.97679,No,Hourly
544,Engineering,103206.2224,Yes,Salaried
546,Engineering,75805.99236,No,Hourly
547,Engineering,61118.07126,No,Hourly
548,Engineering,56955.20456,No,Hourly
549,Engineering,65507.27854,No,Hourly
550,Engineering,62205.91266,No,Hourly
551,Engineering,65031.98816,Yes,Hourly
554,Sales,76207.7812,Yes,Hourly
555,Sales,57486.16528,No,Hourly
556,Engineering,50310.3138,No,Hourly
558,Sales,97108.40987,No,Salaried
560,Engineering,54678.32537,No,Hourly
562,Engineering,66499.9822,No,Hourly
564,Engineering,43819.5559,Yes,Hourly
565,Engineering,48655.86351,No,Hourly
566,Finance,77467.12463,No,Hourly
567,Sales,76707.95069,No,Hourly
568,Sales,78305.12128,Yes,Hourly
569,Engineering,69922.58297,No,Hourly
571,Engineering,105371.6029,No,Manager
573,Sales,73431.03146,No,Hourly
574,Engineering,71882.32049,Yes,Hourly
575,Engineering,74668.78486,Yes,Hourly
577,Engineering,54639.60081,No,Hourly
578,Engineering,98204.58696,No,Salaried
579,Engineering,55107.10588,Yes,Hourly
580,Sales,112631.3355,No,Manager
581,Engineering,67718.25989,No,Hourly
582,Engineering,50404.9471,No,Hourly
584,Engineering,63326.86977,No,Hourly
585,Sales,73914.61826,No,Hourly
586,Engineering,61669.99501,No,Hourly
587,Engineering,72587.70869,No,Hourly
590,Finance,77782.46617,No,Hourly
591,Engineering,61664.77248,No,Hourly
592,Sales,70788.74416,No,Hourly
593,Engineering,62857.00526,Yes,Hourly
595,Sales,82875.21286,Yes,Salaried
597,Sales,84652.245,Yes,Salaried
599,Sales,73401.7003,No,Hourly
600,Sales,62467.90489,Yes,Hourly
601,Engineering,58040.54084,No,Hourly
602,Engineering,87721.56149,No,Salaried
604,Sales,73937.5052,No,Hourly
605,Engineering,72610.70506,No,Hourly
606,Sales,121317.9,No,Manager
608,Finance,88225.29047,No,Salaried
611,Engineering,64117.87306,No,Hourly
612,Engineering,48388.68729,Yes,Hourly
613,Sales,72982.55277,Yes,Hourly
614,Sales,77694.48945,No,Hourly
615,Sales,101062.3489,Yes,Salaried
616,Engineering,67426.40402,No,Hourly
618,Sales,81014.75734,No,Hourly
620,Sales,61835.8082,Yes,Hourly
621,Sales,62414.92458,No,Hourly
622,Engineering,95239.91204,Yes,Salaried
623,Engineering,98470.14659,No,Salaried
624,Engineering,59071.04924,No,Hourly
625,Sales,59127.26215,No,Hourly
626,Sales,76601.26659,No,Hourly
630,Engineering,77468.44965,No,Hourly
631,Sales,73735.63437,No,Hourly
632,Sales,59497.95404,No,Hourly
634,Engineering,90760.6403,No,Salaried
635,Engineering,73486.48098,Yes,Hourly
638,Engineering,85796.11261,No,Salaried
639,Engineering,75846.60202,No,Hourly
641,Sales,51950.96793,No,Hourly
643,Engineering,59366.53206,No,Hourly
644,Finance,51674.04213,No,Hourly
645,Sales,75371.27929,Yes,Hourly
647,Engineering,54487.92694,No,Hourly
648,Sales,72136.3664,No,Hourly
649,Engineering,78063.76729,No,Hourly
650,Sales,64260.17655,Yes,Hourly
652,Engineering,52723.86564,No,Hourly
653,Sales,56406.5762,Yes,Hourly
655,Engineering,62425.93408,No,Hourly
656,Sales,53307.08474,No,Hourly
657,Engineering,53041.27391,No,Hourly
659,Engineering,56272.58081,No,Hourly
661,Engineering,89142.70419,No,Salaried
662,Engineering,72276.31232,Yes,Hourly
663,Engineering,67777.55339,Yes,Hourly
664,Engineering,56177.75868,No,Hourly
665,Finance,78332.59816,No,Hourly
666,Sales,90390.65114,No,Salaried
667,Sales,66240.52676,No,Hourly
669,Sales,59115.19249,Yes,Hourly
671,Engineering,55583.57755,No,Hourly
675,Engineering,65745.30539,No,Hourly
677,Sales,69393.78776,Yes,Hourly
679,Engineering,90210.4151,Yes,Salaried
680,Engineering,59604.77773,No,Hourly
682,Sales,62414.73747,Yes,Hourly
683,Engineering,75090.85815,No,Hourly
684,Sales,64062.85709,No,Hourly
686,Engineering,71562.66988,No,Hourly
689,Engineering,60237.52811,Yes,Hourly
690,Sales,55695.05174,No,Hourly
691,Engineering,67031.93282,Yes,Hourly
692,Engineering,92049.33157,Yes,Salaried
698,Finance,72036.5668,No,Hourly
699,Engineering,70529.31477,No,Hourly
700,Engineering,65141.08917,No,Hourly
701,Engineering,90774.76498,No,Salaried
702,Engineering,76594.64268,No,Hourly
704,Engineering,75130.68374,No,Hourly
705,Engineering,68745.72337,No,Hourly
707,Sales,59399.5415,Yes,Hourly
709,Sales,57180.41716,No,Hourly
710,Engineering,67110.61029,No,Hourly
712,Sales,52694.85269,No,Hourly
714,Sales,72646.25474,No,Hourly
715,Engineering,82594.32898,No,Salaried
716,Engineering,84841.9643,No,Salaried
717,Engineering,64108.0329,No,Hourly
720,Sales,90675.20449,No,Salaried
721,Engineering,72926.75918,Yes,Hourly
722,Sales,57203.44343,No,Hourly
723,Sales,97655.22766,No,Salaried
724,Engineering,54976.21426,No,Hourly
725,Engineering,58006.36298,No,Hourly
727,Engineering,76584.70822,No,Hourly
728,Sales,48938.57888,No,Hourly
729,Sales,91835.54746,No,Salaried
730,Engineering,124835.9161,No,Manager
731,Finance,49627.22612,No,Hourly
732,Sales,71185.44186,No,Hourly
733,Engineering,93271.75602,Yes,Salaried
734,Finance,77370.35368,No,Hourly
738,Sales,99937.8268,No,Salaried
741,Engineering,52841.77123,No,Hourly
742,Engineering,61726.25612,Yes,Hourly
743,Engineering,76779.28636,No,Hourly
744,Engineering,72793.10248,No,Hourly
746,Sales,70493.62663,No,Hourly
747,Sales,63246.0885,Yes,Hourly
749,Sales,67734.51514,No,Hourly
752,Engineering,63882.93278,No,Hourly
754,Sales,66163.61617,No,Hourly
757,Engineering,60520.77108,No,Hourly
758,Engineering,58931.02709,No,Hourly
760,Finance,102156.4049,No,Salaried
762,Engineering,87799.65136,No,Salaried
763,Engineering,77513.40202,No,Hourly
764,Engineering,56720.73971,No,Hourly
766,Sales,62350.55681,No,Hourly
769,Engineering,108148.8036,Yes,Salaried
771,Engineering,59155.381,No,Hourly
772,Engineering,55488.87848,No,Hourly
773,Engineering,77872.83003,Yes,Hourly
775,Engineering,89501.2993,No,Salaried
776,Sales,95426.91018,No,Salaried
780,Engineering,88567.79718,No,Salaried
781,Sales,87864.2371,No,Salaried
783,Sales,58586.53213,No,Hourly
784,Engineering,85848.67313,Yes,Salaried
785,Sales,49516.41164,No,Hourly
786,Sales,64896.55969,No,Hourly
787,Engineering,94833.00699,Yes,Salaried
789,Sales,93173.21178,No,Salaried
791,Engineering,120562.4301,No,Manager
792,Engineering,82717.59539,Yes,Salaried
793,Engineering,108077.431,No,Manager
796,Sales,64523.32147,Yes,Hourly
797,Engineering,100952.2598,No,Salaried
799,Engineering,81050.18882,No,Hourly
800,Sales,70461.50759,Yes,Hourly
802,Engineering,76982.39528,Yes,Hourly
803,Engineering,74672.99479,No,Hourly
804,Engineering,53653.76645,No,Hourly
805,Sales,63856.74074,No,Hourly
806,Engineering,90043.92656,No,Salaried
807,Engineering,76553.8581,No,Hourly
808,Sales,79894.08591,No,Hourly
809,Engineering,70177.39822,No,Hourly
811,Engineering,74480.09465,No,Hourly
812,Engineering,58898.71742,No,Hourly
813,Engineering,55146.44099,Yes,Hourly
815,Engineering,55036.04863,Yes,Hourly
816,Engineering,73229.19107,No,Hourly
817,Engineering,84330.20044,Yes,Salaried
819,Sales,54849.36185,No,Hourly
820,Engineering,83737.30906,No,Salaried
823,Engineering,76402.86565,Yes,Hourly
824,Engineering,89796.04982,Yes,Salaried
825,Engineering,77326.03661,Yes,Hourly
826,Engineering,87109.52029,No,Salaried
827,Engineering,80387.21056,No,Hourly
828,Engineering,60919.82033,No,Hourly
829,Finance,45714.06616,No,Hourly
830,Engineering,69750.63464,No,Hourly
832,Engineering,55763.64961,Yes,Hourly
833,Engineering,101594.9516,Yes,Salaried
834,Engineering,82611.53875,No,Hourly
836,Engineering,62346.61343,No,Hourly
837,Engineering,86352.12023,Yes,Salaried
838,Engineering,62947.94418,No,Hourly
840,Sales,94478.28295,No,Salaried
842,Sales,69100.7462,Yes,Hourly
843,Engineering,130360.3063,No,Manager
844,Engineering,59083.58498,No,Hourly
845,Engineering,60813.16988,No,Hourly
846,Sales,65588.26075,No,Hourly
847,Finance,67648.29332,Yes,Hourly
848,Engineering,62438.09489,No,Hourly
850,Engineering,64408.31228,No,Hourly
851,Sales,55875.89401,No,Hourly
852,Engineering,103637.4025,No,Salaried
854,Engineering,118438.8051,No,Manager
855,Sales,84118.12606,Yes,Salaried
856,Engineering,84165.08568,No,Salaried
857,Sales,62352.12543,Yes,Hourly
859,Sales,87742.25901,Yes,Salaried
861,Engineering,56929.55916,Yes,Hourly
862,Sales,124644.1405,No,Manager
864,Sales,65579.35159,No,Hourly
865,Engineering,68292.7211,Yes,Hourly
867,Engineering,48507.48225,Yes,Hourly
868,Sales,59360.55088,No,Hourly
869,Finance,73424.22873,No,Hourly
872,Engineering,64702.37064,No,Hourly
874,Engineering,89417.83588,Yes,Salaried
875,Engineering,72567.76556,No,Hourly
878,Finance,51647.96482,No,Hourly
879,Sales,95216.85621,No,Salaried
880,Engineering,79758.58661,No,Hourly
881,Engineering,111039.1394,Yes,Manager
882,Engineering,58623.26952,Yes,Hourly
885,Sales,58223.47324,Yes,Hourly
887,Engineering,85985.70633,No,Salaried
888,Engineering,50454.35348,Yes,Hourly
889,Sales,62918.63927,No,Hourly
893,Sales,48223.92676,No,Hourly
894,Engineering,83165.93842,No,Salaried
895,Engineering,52521.36688,No,Hourly
896,Sales,56072.66428,No,Hourly
897,Sales,97502.92542,No,Salaried
899,Engineering,57103.57881,No,Hourly
900,Sales,80420.02603,No,Hourly
901,Engineering,58588.13255,No,Hourly
902,Engineering,67669.02581,No,Hourly
903,Sales,99187.82408,No,Salaried
904,Sales,54192.89033,No,Hourly
905,Engineering,51005.01957,Yes,Hourly
909,Finance,58376.89239,No,Hourly
910,Finance,52211.30577,No,Hourly
911,Engineering,50273.06372,No,Hourly
912,Engineering,92777.28275,No,Salaried
913,Engineering,80257.99767,No,Hourly
916,Sales,66608.19473,No,Hourly
918,Engineering,71221.42673,No,Hourly
920,Engineering,134473.6472,Yes,Manager
922,Sales,53077.14306,No,Hourly
923,Engineering,86243.49085,No,Salaried
924,Engineering,72213.18405,No,Hourly
925,Sales,52559.1651,Yes,Hourly
926,Engineering,66796.8028,No,Hourly
927,Engineering,61259.5528,No,Hourly
930,Engineering,95559.76185,Yes,Salaried
932,Engineering,53112.10668,No,Hourly
933,Engineering,56311.00819,No,Hourly
934,Engineering,76159.88091,No,Hourly
936,Sales,98890.58261,No,Salaried
939,Engineering,68191.85129,Yes,Hourly
940,Engineering,121012.7997,No,Manager
941,Sales,59827.37894,No,Hourly
942,Engineering,68608.62279,Yes,Hourly
944,Engineering,79242.54313,Yes,Hourly
945,Engineering,52655.39802,No,Hourly
947,Sales,70626.94338,No,Hourly
949,Engineering,86560.73519,No,Salaried
950,Engineering,64883.99575,Yes,Hourly
951,Engineering,64363.60955,No,Hourly
952,Sales,48967.30589,No,Hourly
954,Sales,79290.18808,No,Hourly
956,Sales,131591.4341,No,Manager
957,Engineering,79199.23288,No,Hourly
958,Engineering,84916.69452,No,Salaried
959,Sales,52453.38449,No,Hourly
960,Engineering,65000.82029,No,Hourly
961,Engineering,48809.79511,Yes,Hourly
964,Engineering,91371.75906,Yes,Salaried
966,Engineering,78307.95484,No,Hourly
967,Sales,125720.9357,No,Manager
