Content,Date,Language,Location,Number of Likes,Number of Retweets,In Reply To,Author Name,Author Description,Author Statuses Count,Author Favourites Count,Author Friends Count,Author Followers Count,Author Listed Count,Author Verified,Longitude,Latitude,Author
"RT @PaulNaish78: Book Review:

Handbook of Regression Modeling in People Analytics: With Examples in R and Python

https://t.co/VYtbBHfSVV…",2022-07-08 09:50:20,en,,0.0,5.0,,Rob Calver,"Senior Publisher of #Mathematics, #Statistics, #DataScience, and #Physics books at @CRCPress. Opinions are my own. #rstats @CRC_MathStats",4609.0,10289.0,2566.0,1894.0,23.0,False,,,@RobCalver5
"RT @datamagazine_it: People Analytics: come gestire le risorse umane sfruttando i big data
https://t.co/NBBrXFhuA7",2022-07-08 09:36:49,it,,0.0,6.0,,Francesca Soglian,Communication Professional | #Antifragile nel DNA | Scrivo su https://t.co/SFHRKjeGpv,11160.0,12071.0,455.0,401.0,121.0,False,,,@fsoglian
"📊 #GPEC : pour les #DRH, l'enjeu actuel est de prendre de meilleures décisions #RH grâce à l'utilisation et à la maîtrise de la #dataRH.

📄 Découvrez la tribune de Samboy Camara (#Heaviside) sur la démarche #PeopleAnalytics ⤵️ https://t.co/HTv52KZwh6",2022-07-08 09:00:18,fr,,3.0,0.0,,Parlons RH,Agence de #marketingRH dédié à 100% à l'écosystème #RH. #MarqueEmployeur #CM #BrandContent #ComRH #InboundRecruiting,52034.0,9881.0,743.0,43141.0,1459.0,False,,,@ParlonsRH
"Data Scientist- People Analytics - Job in Singapore
https://t.co/GpaiRD3bao",2022-07-08 07:58:24,en,,0.0,0.0,,DataDotCoaZa,"Digital creator.... 
Stay up-to-date with the latest current affairs as they become available",76530.0,18305.0,2518.0,2450.0,0.0,False,,,@DataDotcoaza
"RT @datamagazine_it: People Analytics: come gestire le risorse umane sfruttando i big data
https://t.co/NBBrXFhuA7",2022-07-08 07:17:03,it,,0.0,6.0,,Cristina Giacomelli,Proprietario @datamagazine_it | Socia fondatrice @Fondazione_FID | Social Media Manager | Scrivo di musica per #RockNation.it,1697.0,2257.0,97.0,119.0,0.0,False,,,@blamekorn
"RT @datamagazine_it: People Analytics: come gestire le risorse umane sfruttando i big data
https://t.co/NBBrXFhuA7",2022-07-08 07:04:33,it,,0.0,6.0,,Smart Creed,Il nostro credo? Vivere Smart - #SmartCreed,1256.0,1114.0,57.0,80.0,4.0,False,,,@smart_creed
"People Analytics: come gestire le risorse umane sfruttando i big data
https://t.co/NBBrXFhuA7",2022-07-08 07:02:30,it,,5.0,6.0,,datamagazine.it,Testata giornalistica sull'#innovazione a 360°,3298.0,2329.0,242.0,507.0,4.0,False,,,@datamagazine_it
"🤔 Optimisation du #recrutement, développement du #CapitalHumain, amélioration de l'#ExpérienceCollaborateur, repenser le #management... et si la #data #RH était LA solutions pour les #DRH ?

📄 Découvrez la tribune de Samboy Camara de #Heaviside ⤵️ https://t.co/HTv52KZwh6",2022-07-08 07:00:20,fr,,2.0,0.0,,Parlons RH,Agence de #marketingRH dédié à 100% à l'écosystème #RH. #MarqueEmployeur #CM #BrandContent #ComRH #InboundRecruiting,52034.0,9881.0,743.0,43141.0,1459.0,False,,,@ParlonsRH
"#Nacional | People Analytics, la herramienta para predecir los desafíos en las áreas de Recursos Humanos (RRHH)

https://t.co/Obsq7CENfu",2022-07-08 06:40:00,es,,0.0,0.0,,El Mexicano,"El Gran Diario de la vida regional en Tijuana, Rosarito, Tecate, Ensenada, Mexicali, San Quintín, San Felipe y San Diego. Con las noticias al momento.",110465.0,528.0,650.0,14918.0,266.0,False,,,@ElMexicanOnline
"Cole N. Knaflic spent years honing her #data visualization skills in banking, private equity, and as a manager in Google’s People Analytics team. In her book, she explained how you can use 6 steps to start telling a story with data📊👇
https://t.co/mFygnbNRwy
#DataVisualization https://t.co/XJM0DcsfOT",2022-07-08 02:05:02,en,,0.0,0.0,,ReadinGraphics,"Actionable insights, success & biz tips from best-selling personal development & business books!",8676.0,40.0,1673.0,2136.0,38.0,False,,,@ReadinGraphics
"El 92% de los #trabajadores están dispuestos a participar en la recopilación de #data de su #desempeño, siempre y cuando el uso de la #información sirva para mejorar su #rendimiento, #bienestar o para obtener algún #beneficio: https://t.co/eeiRUaQBFr",2022-07-08 01:55:00,es,,2.0,2.0,,Revista Contacto de Unión Empresarial,"Somos una revista en plenitud, comprometida con la excelencia organizacional y la responsabilidad social.",2426.0,218.0,514.0,524.0,3.0,False,,,@rev_contacto
People Analytics Strategy: 9 Tips for Smooth Implementation https://t.co/XlMczuC4UX #Jobs #FutureOfWork #OKR #Pulsitude #HRTech #Strengths #Goals #Feedback,2022-07-08 01:11:08,en,,1.0,0.0,,Mitch Zenger,"Designing a People Analytics marketplace to optimize team success HR Tech, Employee Engagement, OKR, Learning, Recognition, Reputation, Pulse, Future of Work",10347.0,31937.0,28058.0,27627.0,153.0,False,,,@mitchzenger
"People analytics are helping organizations retain, promote and pay women fairly. Learn more on closing the gender pay gap in @DeloitteHC's latest #CapitalH blog: https://t.co/lVNOPGoIh1",2022-07-07 23:39:00,en,,1.0,1.0,,Visier,Visier is a cloud-based #analytics solution built to reveal the human truth that helps businesses and employees win together ☁️💡,22468.0,2565.0,463.0,6656.0,697.0,False,,,@visier
People Analytics Strategy: 9 Tips for Smooth Implementation https://t.co/vr35GMZVqW #Synchievement #Jobs #Synchronize #HRTech #Feedback #HR #PeopleAnalytics #Strengths,2022-07-07 22:02:08,en,,0.0,0.0,,Development Solutions - Synctrics,Synctrics helps you expand and develop your best strengths so you can optimize team success,4650.0,8541.0,4749.0,4373.0,10.0,False,,,@Goalvana
RT @GoogleWorkspace: The road to well-being among your workforce is paved with research and data. Learn more about how people analytics off…,2022-07-07 21:59:57,en,,0.0,4.0,,SAMCEDA,"One of the primary objectives of SAMCEDA is to support, champion, recognize and bring attention to the San Mateo County business community.",36731.0,489.0,447.0,1093.0,23.0,False,,,@SAMCEDA
RT @GoogleWorkspace: The road to well-being among your workforce is paved with research and data. Learn more about how people analytics off…,2022-07-07 21:55:41,en,,0.0,4.0,,Sorina Stallard 💛💙 I stand with #Ukraine 💛💙,,16285.0,4997.0,1531.0,453.0,38.0,False,,,@SorinaNeagu
The road to well-being among your workforce is paved with research and data. Learn more about how people analytics offers insights on employee needs here → https://t.co/nOSHBkre1b https://t.co/bQfUquO0lz,2022-07-07 21:55:01,en,,27.0,4.0,,Google Workspace,"Everything you need to get anything done, now in one place. For support updates and 24/7 help check out @AskWorkspace.",29876.0,3802.0,6185.0,943339.0,9244.0,True,,,@GoogleWorkspace
RT://People Analytics: i vantaggi di gestire le risorse umane sfruttando i big data -  #HR #peopleanalytics #analytics #PMI #management #culturaaziendale https://t.co/cQ1mbCYnRS,2022-07-07 20:46:09,it,,0.0,0.0,,Business Community,Il Magazine per manager e imprenditori più letto d'Italia,409788.0,591.0,148.0,1371.0,626.0,False,,,@bizcommunityit
"RT @Orgnostic: 🗞️ This month's Orgnostic #peopleanalytics newsletter is out!

It includes:
🏄‍♂️ Summer People Analytics Challenge
🗣 Connect…",2022-07-07 17:25:28,en,,0.0,2.0,,Dunja Radulov,"🧠 Marketing Director @Orgnostic 🚀Giving wings to smart ideas 💬Empathy, education, culture, parenting & wor(l)dsmithery 🙋🏻‍♀️ Kind ☁️, but sharp⚡️DMs open.",1760.0,6529.0,406.0,411.0,28.0,False,,,@dunjardl
".@Uber's Chicago office is searching for a Senior People Analytics Analyst.

You'd partner with the People Science team to inspire new research and analytical opportunities that provide actionable insights across the enterprise.

Learn more 👇🏽🚗 @inside 

https://t.co/G6DdlTmWnK https://t.co/ndi4s2Js1a",2022-07-07 17:16:12,en,,3.0,0.0,,Landon 😎,Interviewing top leaders about their 20s @intheir20s • Executive @inside • Speaker @TedX 👨🏾‍💻🎙 #comingsoon 👉🏽 @newkidspod,9068.0,25440.0,761.0,3886.0,23.0,False,,,@landon20s
"@maripqz I've thought about that, and agree strongly. The sticking point for me is I want to use datasets and marketing channels I've got access to, which mainly involves people analytics. BUT...",2022-07-07 16:25:51,en,,0.0,0.0,@maripqz,Ben Hanowell,Director of People Analytics Research @AdpResearch Institute. These Tweets reflect my own thoughts. I'm this dude: https://t.co/kQR8Umhg4T,2623.0,1149.0,217.0,158.0,1.0,False,,,@BenHanowell
"@BenHanowell Can't answer the swiss army knife Q, but as someone who has tried to answer a few people analytics problems in my regular day-to-day I would LOVE to read your book-form take on the topic",2022-07-07 16:01:07,en,,1.0,0.0,@BenHanowell,Mari Pierce-Quinonez,Connecting the dots. #datascience consultant at @slalomseattle and mischief maker.,1037.0,1059.0,334.0,372.0,32.0,False,,,@maripqz
"“Realmente el mayor valor que nosotros podemos entregar y considerando que estamos en una cultura que no es basada en datos, es partir con cosas simples que respondan a las preguntas de negocio”.
Andrea Lizama - Subgerente corporativa de People Analytics en Falabella",2022-07-07 15:34:57,es,,0.0,0.0,@Ubitsco,Ubits,Transformamos la capacitación corporativa con una experiencia única de aprendizaje. #UBITS #FeedYourSkills #ViveLaExperienciaUbits,835.0,969.0,899.0,866.0,23.0,False,,,@Ubitsco
"“Construir una visión es muy importante, así como lo haríamos con una empresa, cuál es la visión, a dónde queremos llegar, cuál va a ser nuestro rol dentro de esta organización, cuál va a ser nuestro alcance”
Andrea Lizama - Subgerente corporativa de People Analytics en Falabella",2022-07-07 15:34:57,es,,0.0,0.0,@Ubitsco,Ubits,Transformamos la capacitación corporativa con una experiencia única de aprendizaje. #UBITS #FeedYourSkills #ViveLaExperienciaUbits,835.0,969.0,899.0,866.0,23.0,False,,,@Ubitsco
"“Antes de traerte a un matemático, tráete a un ingeniero de data…que te ayude a ordenar la casa, a entender en qué está tu estado del arte de tu data y a limpiarla…”.
Felipe Sierralta - HR Tech &amp; People Analytics Manager en Transbank",2022-07-07 15:34:56,es,,0.0,0.0,@Ubitsco,Ubits,Transformamos la capacitación corporativa con una experiencia única de aprendizaje. #UBITS #FeedYourSkills #ViveLaExperienciaUbits,835.0,969.0,899.0,866.0,23.0,False,,,@Ubitsco
"“Yo veo a People Analytics como un deporte de contacto, siempre va a haber una fricción al interior primero del equipo de personas… el primer paso es entender bien tu rol y explicarlo”.
Felipe Sierralta - HR Tech &amp; People Analytics Manager en Transbank",2022-07-07 15:34:56,es,,0.0,0.0,@Ubitsco,Ubits,Transformamos la capacitación corporativa con una experiencia única de aprendizaje. #UBITS #FeedYourSkills #ViveLaExperienciaUbits,835.0,969.0,899.0,866.0,23.0,False,,,@Ubitsco
"“La agilidad es pensar en el futuro; y del otro lado de la moneda está el People Analytics que es esa brújula para entender dónde estamos, cuáles son los gaps y cómo podemos resolverlos”.
Sebastián Foldvary - Líder global de aprendizaje en IBM",2022-07-07 15:34:55,es,,0.0,0.0,@Ubitsco,Ubits,Transformamos la capacitación corporativa con una experiencia única de aprendizaje. #UBITS #FeedYourSkills #ViveLaExperienciaUbits,835.0,969.0,899.0,866.0,23.0,False,,,@Ubitsco
"“People analytics es un driver de transformación que modifica la cultura y el posicionamiento y el rol de recursos humanos… lo pone en un nivel protagónico”.
@ramablazquez - CCO en Von Der Heide",2022-07-07 15:34:54,es,,1.0,0.0,@Ubitsco,Ubits,Transformamos la capacitación corporativa con una experiencia única de aprendizaje. #UBITS #FeedYourSkills #ViveLaExperienciaUbits,835.0,969.0,899.0,866.0,23.0,False,,,@Ubitsco
"RT @Orgnostic: 🗞️ This month's Orgnostic #peopleanalytics newsletter is out!

It includes:
🏄‍♂️ Summer People Analytics Challenge
🗣 Connect…",2022-07-07 15:11:59,en,,0.0,2.0,,Aleksandar,My password is too long. Scatterbrain. 🖖,1702.0,7173.0,822.0,276.0,7.0,False,,,@ninjasnakes
"🗞️ This month's Orgnostic #peopleanalytics newsletter is out!

It includes:
🏄‍♂️ Summer People Analytics Challenge
🗣 Connect with peers interested in People Analytics
🏳️‍🌈 How to Measure Diversity in Hiring
and more!

👓 Give it a read: https://t.co/5L51SSMe59 https://t.co/cS43vsESFn",2022-07-07 15:08:22,en,,3.0,2.0,,Orgnostic,The people analytics platform for fast growing companies. Let's jumpstart your people analytics journey 📊 💡 🏄‍♂️,170.0,91.0,98.0,141.0,2.0,False,,,@Orgnostic
"People Analytics, la herramienta para predecir los desafíos en las áreas de Recursos Humanos (RRHH) https://t.co/gb9jB3kpX6",2022-07-07 14:51:03,es,,0.0,0.0,,Edomex Al Día,Tweets sobre las noticias más importantes del Estado de México.,161554.0,2.0,2580.0,6443.0,97.0,False,,,@edomexaldia
How can AI help organizations develop leaders at all levels? Access this article for an interesting perspective on how advanced analytics can improve coaching and mentoring within a staff. https://t.co/rP6C6XWpz0,2022-07-07 14:00:05,en,,0.0,0.0,,LERATEK,Data Analytics- uncovering actionable insight,493.0,8.0,34.0,4.0,1.0,False,,,@LeraTekk
RT @GruppoHera: Anche #GruppoHera sarà presente domani alle ore 11 a Modena al seminario “Le People Analytics nelle imprese italiane: stato…,2022-07-07 13:53:57,it,,0.0,1.0,,Fondazione Marco Biagi,Ente di ricerca e #AltaFormazione di #RelazioniDiLavoro. Soggetto di #TerzaMissione per @unimore_univ.,485.0,37.0,81.0,344.0,6.0,False,,,@FMB_Modena
"At the 4th edition of #NordicPeopleAnalyticsSummi, we had a pleasure to hear many insightful panels, covering everything from strategy to people. 🚀Let us hear the great Panel discussion on Macro Labor Trends, Future of Work &amp; the role of People Analytics. https://t.co/UomVv3ahUJ",2022-07-07 13:24:03,en,,0.0,0.0,,Nordic People Analytics Summit,Leading event on People Analytics in the Nordics.,571.0,205.0,1066.0,174.0,3.0,False,,,@NPASummit
"Anche #GruppoHera sarà presente domani alle ore 11 a Modena al seminario “Le People Analytics nelle imprese italiane: stato dell’arte e prospettive” della @FMB_Modena. Per partecipare, in presenza o su teams, iscriviti sul sito👇
https://t.co/eVQDtWf0pt",2022-07-07 13:21:42,it,,2.0,1.0,,GruppoHera,"Canale ufficiale #GruppoHera: #serviziambientali, #acqua, #luce e #gas per circa 5 mln di cittadini. Se uniamo le energie, un futuro #sostenibile è possibile🍃",12511.0,1101.0,676.0,7099.0,40.0,False,,,@GruppoHera
"According to the Bureau of Labor Statistics, employee turnover continues to rise, with the monthly quit rate reaching a high of 4.5M in March. Consider the suggested strategies from the founder of a people analytics platform to help hold onto talent. https://t.co/RvDM8Ys2zL https://t.co/sQ0JI4yxHC",2022-07-07 13:00:20,en,,0.0,0.0,,Ash Athawale,Senior Managing Director | Global Retained Search Executive | Engineer | MBA | City University Business School Alumnus,5952.0,165.0,56.0,269.0,111.0,False,,,@Ash_Athawale
"Whether people analytics lives in the HR function, a center of excellence, or a hybrid approach, remember the goal is to make it part of your business strategy and daily operations. https://t.co/GeXEJrTzTq",2022-07-07 12:19:03,en,,0.0,0.0,,Patricia Imbrogno,"#Bluegrass-loving Double Bassist tweeting about beer and music, but mostly beer. Picker with Sweaty Already String Band and Jakob’s Ferry Stragglers.",10730.0,171.0,618.0,422.0,17.0,False,,,@pattyrea
"Data and evidence are critical to identifying which areas to focus on to mostly radically improve your organisation’s employee experience. Join us on 12 July as we share our tips on how using people analytics can improve employee experience 

https://t.co/8YUggr3m37 https://t.co/rVSvJ5dekT",2022-07-07 12:01:23,en,,0.0,0.0,,Ciphr HR software,"Ciphr’s online HCM platform, Ciphr Connect, provides integrated HR, payroll, recruitment & learning software that connects you to your people  📩 info@ciphr.com",22446.0,5056.0,1536.0,11282.0,432.0,False,,,@CiphrHRSoftware
"People analytics are helping organizations retain, promote and pay women fairly. Learn more on closing the gender pay gap in our latest #CapitalH blog. https://t.co/dllMZZLuO2",2022-07-07 12:00:00,en,,1.0,1.0,,Deloitte Human Capital,"Your source of news and information on human capital, talent and organizational performance from Deloitte Consulting.",14789.0,1417.0,888.0,36711.0,648.0,True,,,@DeloitteHC
"Le People Analytics, levier de performance et de transformation RH https://t.co/ErZc85xSHx, see more https://t.co/REUUOGrxGw",2022-07-07 11:56:36,fr,,0.0,0.0,,optimusmanagement,,10347.0,5.0,168.0,54.0,16.0,False,,,@OptimusManager
@PeopleMatters2 Greater focus on People Analytics,2022-07-07 11:21:26,en,,1.0,0.0,@PeopleMatters2,Mandvi Shringi,,820.0,1014.0,210.0,38.0,0.0,False,,,@MandviShringi
"❓Prise de décisions stratégiques #RH : utilisez-vous la démarche #PeopleAnalytics ?

💡 Si ce n'est pas encore le cas, Samboy Camara (#Heaviside) vous donne liste l'intérêt d'exploiter la #data à travers 5 cas d'application ⤵️ https://t.co/q3ducnaru3 RT @ParlonsRH",2022-07-07 10:00:01,fr,,3.0,0.0,,Marion de Demos,"Community Manager chez Demos, je tweete #RH #management #CPF #formpro #digital #digitallearning #reformepro #Formations #employabilité #reconversion",32401.0,1696.0,7440.0,7633.0,511.0,False,,,@Marion_Demos
"Between the hustle and bustle of work and meetings, can you truly keep track of your team’s progress? peopleHum’s AI-powered #analytics solution can handle that for you. Integrate people analytics into your business processes.
https://t.co/9A0bfRGfFB https://t.co/IAsFfSXvl7",2022-07-07 09:14:16,en,,0.0,0.0,,peopleHum,"#HR tech platform to simplify your employee experience.
Ask @bliblidotcom, @mediaAgility & more!",15284.0,7942.0,3304.0,3543.0,64.0,False,,,@PeopleHum
"❓Prise de décisions stratégiques #RH : utilisez-vous la démarche #PeopleAnalytics ?

💡 Si ce n'est pas encore le cas, Samboy Camara (#Heaviside) vous donne liste l'intérêt d'exploiter la #data à travers 5 cas d'application ⤵️ https://t.co/HTv52KZwh6",2022-07-07 09:00:23,fr,,0.0,0.0,,Parlons RH,Agence de #marketingRH dédié à 100% à l'écosystème #RH. #MarqueEmployeur #CM #BrandContent #ComRH #InboundRecruiting,52034.0,9881.0,743.0,43141.0,1459.0,False,,,@ParlonsRH
People Analytics: 3 cuidados a ter em conta  https://t.co/NTshEUCBWt via @LinkedIn,2022-07-07 08:32:04,pt,,0.0,0.0,,Rui Rocheta,#morethanwork #changelives,37.0,14.0,91.0,209.0,0.0,False,,,@RuiRocheta
People Analytics: The key to talent hiring and retention Link 👉  https://t.co/AuheTbMgUt,2022-07-07 07:02:50,en,,0.0,0.0,,Indian HR Blog,We are curating pertinent articles from the internet (using bot) to keep Indian HR Professionals informed about the latest trends and updates. by @VijayBankar,26894.0,1397.0,720.0,1146.0,3.0,False,,,@IndianHRBlog
"The group started thinking, ""How could HR be different if we reoriented at least some of our services toward the level of the team?"" said Brian Welle, Google's director of people analytics, addressing an audience last week at Wharton's People Analytics Conference in Philadelphia.",2022-07-07 06:33:47,en,,0.0,0.0,,Cloudz,"20 𝚢𝚛, 𝚆𝚎𝚎𝚋 𝙾𝚝𝚊𝚔𝚞 ❣︎ ғɪɴᴅ ᴀ ɴᴇᴡ sɪᴅᴇ ᴛᴏ sᴍɪʟᴇ ᴇᴠᴇʀʏᴅᴀʏ 💕 ☾︎ ♥︎ ♥︎ ☽︎",1303.0,6471.0,474.0,25.0,0.0,False,,,@Cloudz_21
"I People Analytics rappresentano un sistema promettente e all’avanguardia nel campo delle Risorse Umane, in grado di esaminare, ad esempio, il background educativo dei collaboratori e l’evoluzione delle competenze nel tempo. https://t.co/BRXlldeiZt",2022-07-07 06:02:32,it,,1.0,0.0,,Alessandro Franza,"web addicted, nato e cresciuto a pane e curiosità, qui non per caso ma per scelta. less is more",1531.0,624.0,1871.0,653.0,22.0,False,,,@afranza
"RT @ParlonsRH: ❓Prise de décisions stratégiques #RH : utilisez-vous la démarche #PeopleAnalytics ?

💡 Si ce n'est pas encore le cas, Samboy…",2022-07-07 05:18:28,fr,,0.0,2.0,,Franck De Oliveira ©️,Directeur régional | Relayeur d'actu #digitale et #management 📂 #HBDI 🆙️📈 🌍 #Digital #RH #Developpement #Voyage #Numérique #Natation #i4EmploiR,47796.0,33500.0,1385.0,1286.0,240.0,False,,,@FranckDeO
"RT @ParlonsRH: ❓Prise de décisions stratégiques #RH : utilisez-vous la démarche #PeopleAnalytics ?

💡 Si ce n'est pas encore le cas, Samboy…",2022-07-07 05:17:56,fr,,0.0,2.0,,Thomas CHARDIN,#MARKETING #RH et  #DIGITAL pour les #DRH - Fondateur et dirigeant de @ParlonsRH l'agence digitale de la #FonctionRH - #MarqueEmployeur,27853.0,20770.0,1138.0,17470.0,797.0,True,,,@ThomasChardin
"RT @NGS_Global: Insightful article from two people analytics execs at @microsoft, explaining why their focus is on measuring the extent to…",2022-07-07 00:22:14,en,,0.0,1.0,,Interdisciplinarians.org,"We believe in interdisciplinary approach to tackle current challenges in economy, technology, culture and politics.",177128.0,0.0,5.0,3698.0,124.0,False,,,@e_nterdiscipl
"Insightful article from two people analytics execs at @microsoft, explaining why their focus is on measuring the extent to which employees are thriving at the firm. https://t.co/QqVbmrbRrT #people #datascience #executivesearch #employeeengagement",2022-07-07 00:21:39,en,,2.0,1.0,,NGS Global,Delivering partner-led executive search and leadership advisory services worldwide.,275.0,70.0,221.0,106.0,16.0,False,,,@NGS_Global
"This week in Exit Interview, guest editor David Ortiz offers readers a look into the state of people analytics technology. Get his insights for building value in your organization with employee data and more: https://t.co/Bf3euV8eg1",2022-07-06 19:05:00,en,,0.0,0.0,,Barbara Doyle,No one should end up bankrupt because of a catastrophic illness. Views expressed are my own.,4725.0,48520.0,1625.0,139.0,0.0,False,,,@BarbDoyle
"Did you know the people analytics technology market is experiencing phenomenal growth? Learn why here: https://t.co/UoQbB53m3v

#DailyTalentInsights #LaborMarketIntelligence #PeopleAnalyticsTechnology",2022-07-06 18:10:55,en,,1.0,0.0,,Claro Analytics,The world's leading labor market intelligence technology platform 🚀,5661.0,2792.0,9707.0,5090.0,322.0,False,,,@claro_analytics
"The #peopleanalytics market is growing! In the wake of dynamic changes to the economy and the labor market, #labormarketintelligence is becoming a critical success factor for organizations who prefer to make data-driven decisions a…https://t.co/fZW1hJUnKy https://t.co/ElRdsF9SBs",2022-07-06 18:05:39,en,,0.0,0.0,,Michael Beygelman,Building the world’s leading labor market intelligence platform 🚀,1141.0,592.0,70.0,949.0,130.0,False,,,@beygelman
"RT @StaciaGarr: In our 2022 study of the People Analytics Tech (PAT) landscape at RedThread Research, we found that: 

- About 50% of PAT v…",2022-07-06 17:52:08,en,,0.0,1.0,,martin hoyes,"Co-Founder & #worktech #startup adviser. Curating #esg #csr, #hrtech, #futureofwork & #peopleanalytics tweets. Prev. 20 yr #OracleHCM Product Dev.",31990.0,29607.0,4990.0,3642.0,111.0,False,,,@martinhoyes
"Manager, People Analytics (remote)
https://t.co/hTI7uOx5EE",2022-07-06 17:11:43,en,,0.0,0.0,,Vacancies in Ukraine,Would you like to reach the most talented individuals in & outside #Ukraine for FREE who are fluent at least in one foreign language? ViU is the best NICHE...,91884.0,189.0,6477.0,6431.0,42.0,False,,,@VacanciesinUkr1
"People Analytics is not just a data-driven approach. It should be an organized, principled strategy. #PeopleAnalytics #HR #Strategy https://t.co/OUTXJqEsON",2022-07-06 17:05:07,en,,1.0,0.0,,LeaveBoard - Cloud HR & Leave Management Systems,"Cloud-based Employee & Absence Management Software for Small and Medium Businesses. Give it a try for free 
htttp://www.leaveboard.com #HRTech #HRIS #SAAS 📅 🌴",1385.0,129.0,123.0,81.0,1.0,False,,,@LeaveBoard
"You know that Veterans make great employees. Want to dig deeper and discover the overall potential Veterans add to the workplace? Listen to this episode of the  HR podcast, ""People Analytics"" and learn more https://t.co/MbxdroLu0m https://t.co/5mEqSNcTR6",2022-07-06 17:02:03,en,,0.0,0.0,,KathyLowreyGallowitz,"Consulting & training to equip civilians to create mutually-beneficial services & become Veteran Champions who improve quality of life, workforce & community.",1370.0,147.0,195.0,56.0,1.0,False,,,@VetVanguard
"Vi ricordiamo il seminario di venerdì 8 luglio 2022, dalle ore 11:00 alle 12:30,《La people analytics nelle imprese italiane: stato dell’arte e prospettive》. 

Per partecipare è necessario iscriversi compilando il form presente in questa pagina https://t.co/2ajGsOmpzh https://t.co/Q8p7nbDME8",2022-07-06 16:23:27,it,,2.0,0.0,,Fondazione Marco Biagi,Ente di ricerca e #AltaFormazione di #RelazioniDiLavoro. Soggetto di #TerzaMissione per @unimore_univ.,485.0,37.0,81.0,344.0,6.0,False,,,@FMB_Modena
