Title	Source	Date	url	Category	Size
Un ataque de ACV mata 2 millones de neuronas por minuto	Infobae.com	Mon, 29 Oct 2018 06:18:56 GMT	https://www.infobae.com/salud/2018/10/29/un-ataque-de-acv-mata-a-2-millones-de-neuronas-por-minuto/	Salud	150
Linchan y asesinan a un hombre por falsa cadena de WhatsApp que lo acusaba de robar niños	Diario de Cuyo	Wed, 31 Oct 2018 12:18:57 GMT	https://www.diariodecuyo.com.ar/enlasredes/Linchan-y-asesinan-a-un-hombre-por-falsa-cadena-de-WhatsApp-que-lo-acusaba-de-robar-ninos-20181031-0021.html	Internacional	88
El dólar en la City finaliza octubre con tendencia en baja	Infobae.com	Wed, 31 Oct 2018 13:37:15 GMT	https://www.infobae.com/economia/2018/10/31/el-dolar-en-la-city-finaliza-octubre-con-tendencia-en-baja/	Economía	82
Macri se reúne con Vidal en Trenque Lauquen	Télam	Wed, 31 Oct 2018 11:46:27 GMT	http://www.telam.com.ar/notas/201810/301560-macri-vidal.html	Nacional	81
Excepcional marea alta: 75 % de Venecia bajo el agua	MDZ Online	Wed, 31 Oct 2018 12:47:56 GMT	https://www.mdzol.com/mundo/Excepcional-marea-alta-75--de-Venecia-bajo-el-agua-20181031-0035.html	Internacional	79
Apple lanzó iOS 12.1: qué novedades trae y cómo activarla en tu iPhone	Clarín.com	Wed, 31 Oct 2018 13:22:18 GMT	https://www.clarin.com/tecnologia/apple-lanzo-ios-12-novedades-trae-activarla-iphone_0_ort_nJC9j.html	Ciencia y Tecnología	76
Conoce los nuevos stickers de Telegram para WhatsApp	teleSUR TV	Wed, 31 Oct 2018 02:49:41 GMT	https://www.telesurtv.net/news/tecnologia-telegram-nuevos-stickers-whatsapp-20181030-0047.html	Ciencia y Tecnología	64
Apareció un supuesto hijo de Rodrigo: ¿Qué dijo Betty Olave?	Cadena 3	Wed, 31 Oct 2018 14:21:06 GMT	https://www.cadena3.com/noticias/espectaculos/aparecio-supuesto-hijo-rodrigo-que-dijo-betty-olave_126496	Entretenimiento	55
Mica Viciconte denunció “abuso de poder” del jurado del Bailando y apuntó contra Florencia Peña y Laurita Fernández	El Trece	Tue, 30 Oct 2018 21:09:07 GMT	https://www.eltrecetv.com.ar/noticias/showmatch-bailando-2018/mica-viciconte-denuncio-abuso-de-poder-del-jurado-del-bailando-y_107232	Entretenimiento	55
Un avión de Latam tuvo que aterrizar de emergencia en Ezeiza por una tormenta de granizo	Clarín.com	Wed, 31 Oct 2018 12:54:49 GMT	https://www.clarin.com/sociedad/avion-latam-aterrizar-emergencia-ezeiza-tormenta-granizo_0_PX6UBVr8I.html	Destacadas	55
Un avión de Latam tuvo que aterrizar de emergencia en Ezeiza por una tormenta de granizo	Clarín.com	Wed, 31 Oct 2018 12:54:49 GMT	https://www.clarin.com/sociedad/avion-latam-aterrizar-emergencia-ezeiza-tormenta-granizo_0_PX6UBVr8I.html	Internacional	54
Kike Teruel, de Los Nocheros, anunció que se va del país por la inseguridad	Infobae.com	Wed, 31 Oct 2018 12:49:38 GMT	https://www.infobae.com/teleshow/infoshow/2018/10/31/kike-teruel-de-los-nocheros-anuncio-que-se-va-del-pais-por-la-inseguridad/	Entretenimiento	54
Pampita quebró en llanto tras escuchar el conmovedor relato de Aníbal Pachano sobre su lucha contra el cáncer	Ciudad Magazine	Tue, 30 Oct 2018 23:48:48 GMT	https://www.ciudad.com.ar/espectaculos/pampita-quebro-llanto-tras-escuchar-conmovedor-relato-anibal-pachano-lucha_108839	Entretenimiento	52
San Lorenzo intentará hacer valer su jerarquía ante Temperley para acceder a semifinales: hora, TV y formaciones	Infobae.com	Wed, 31 Oct 2018 14:41:16 GMT	https://www.infobae.com/deportes-2/2018/10/31/san-lorenzo-temperley-cuartos-de-final-copa-argentina-2018/	Deportes	52
Las impactantes fotos de la flamante Estatua de la Unidad, la más grande del mundo	Infobae.com	Wed, 31 Oct 2018 11:14:24 GMT	https://www.infobae.com/america/fotos/2018/10/31/las-impactantes-fotos-de-la-flamante-estatua-de-la-unidad-la-mas-grande-del-mundo/	Internacional	45
Identifican un nuevo ligamento del tobillo: su importancia en los esguinces	Clarín.com	Tue, 30 Oct 2018 14:33:39 GMT	https://www.clarin.com/buena-vida/identifican-nuevo-ligamento-tobillo-importancia-esguinces_0_5Zwgoo-JS.html	Salud	43
La nueva lista de los 50 mejores restaurantes de América Latina	Infobae.com	Wed, 31 Oct 2018 12:38:02 GMT	https://www.infobae.com/america/america-latina/2018/10/31/la-nueva-lista-de-los-50-mejores-restaurantes-de-america-latina/	Entretenimiento	43
Para fanáticos de River: el emotivo relato de Atilio Costa Febre	La Voz del Interior	Wed, 31 Oct 2018 14:18:31 GMT	http://mundod.lavoz.com.ar/futbol/para-fanaticos-de-river-el-emotivo-relato-de-atilio-costa-febre	Deportes	43
"Habló la empleada estatal que no iba a trabajar desde 2011: ""No es mi culpa"""	LA NACION (Argentina)	Tue, 30 Oct 2018 21:58:33 GMT	https://www.lanacion.com.ar/2186871-hablo-empleada-estatal-no-iba-trabajar-2011	Destacadas	42
Es modelo, figuraba como empleada estatal en Mendoza pero vive en Miami desde hace años	Clarín.com	Tue, 30 Oct 2018 18:19:13 GMT	https://www.clarin.com/politica/modelo-salio-jugador-islandes-fachero-mundial-noqui-mendoza_0_qZ5iA1AAT.html	Internacional	42
Barón juega a la telenovela: “Con Mauro solo somos pareja de baile, pero el beso fue lindo”	Diario El Día	Wed, 31 Oct 2018 06:11:15 GMT	https://www.eldia.com/nota/2018-10-31-3-3-50-baron-juega-a-la-telenovela-con-mauro-solo-somos-pareja-de-baile-pero-el-beso-fue-lindo--espectaculos	Entretenimiento	32
Flavio Mendoza deslumbró con la coreografía, conmovió con su hijito y anunció que abandona el ciclo	Clarín.com	Wed, 31 Oct 2018 02:14:55 GMT	https://www.clarin.com/espectaculos/tv/flavio-mendoza-deslumbro-coreografia-conmovio-hijito-anuncio-abandona-ciclo_0_xy7unBKEP.html	Entretenimiento	32
"Una mujer asegura que duendes ""bajan a la noche para hacerme el amor"""	Diario El Día	Wed, 31 Oct 2018 14:26:46 GMT	https://www.eldia.com/nota/2018-10-31-11-13-0-una-mujer-asegura-que-duendes-bajan-a-la-noche-para-hacerme-el-amor--informacion-general	Destacadas	31
Sarampión: en el primer mes se superó el 76% de vacunados	El Litoral Corrientes	Wed, 31 Oct 2018 07:07:45 GMT	https://www.ellitoral.com.ar/corrientes/2018-10-31-4-0-0-sarampion-en-el-primer-mes-se-supero-el-76-de-vacunados	Salud	31
"Una mujer asegura que duendes ""bajan a la noche para hacerme el amor"""	Diario El Día	Wed, 31 Oct 2018 14:26:46 GMT	https://www.eldia.com/nota/2018-10-31-11-13-0-una-mujer-asegura-que-duendes-bajan-a-la-noche-para-hacerme-el-amor--informacion-general	Internacional	31
A Ponzio lo traicionó el físico en un partido especial por varios motivos	Clarín.com	Wed, 31 Oct 2018 01:17:06 GMT	https://www.clarin.com/deportes/futbol/ponzio-traiciono-fisico-partido-especial-varios-motivos_0_BptScCGCG.html	Deportes	30
Intendente almorzó en un comedor escolar y generó polémica	Perfil.com	Wed, 31 Oct 2018 01:00:26 GMT	https://www.perfil.com/noticias/actualidad/intendente-chacabuco-victor-aiola-albondigas-repercusion-en-redes-por-almuerzo-en-escuela.phtml	Nacional	27
Jujuy: una escuela tiene 30 alumnas embarazadas	Misiones OnLine	Wed, 31 Oct 2018 13:37:39 GMT	https://misionesonline.net/2018/10/31/jujuy-una-escuela-30-alumnas-embarazadas/	Nacional	27
Una mujer intentó robar un departamento de Recoleta y murió tras caer desde un octavo piso	Infobae.com	Wed, 31 Oct 2018 02:18:37 GMT	https://www.infobae.com/sociedad/policiales/2018/10/30/una-mujer-intento-robar-un-departamento-de-recoleta-y-murio-tras-caer-desde-un-octavo-piso/	Nacional	26
El 1x1 de River en la memorable noche de Porto Alegre	Clarín.com	Wed, 31 Oct 2018 09:54:16 GMT	https://www.clarin.com/deportes/futbol/river-plate/1x1-river-memorable-noche-porto-alegre_0_3nE3_4kLh.html	Deportes	26
Charla de Pablo Toscano sobre Assassin's Creed Odyssey en Escuela Da Vinci	Totalmedios.com	Wed, 31 Oct 2018 12:32:58 GMT	https://www.totalmedios.com/nota/36658/charla-de-pablo-toscano-sobre-assassins-creed-odyssey-en-escuela-da-vinci	Ciencia y Tecnología	25
Descubren cuál es el intervalo ideal para tener hijos	TN	Tue, 30 Oct 2018 14:04:58 GMT	https://tn.com.ar/salud/mujer/descubren-cual-es-el-intervalo-ideal-para-tener-hijos_910446	Salud	24
La increíble reacción de Fantino cuando se enteró que ganó River en Brasil	Clarín.com	Wed, 31 Oct 2018 13:16:22 GMT	https://www.clarin.com/espectaculos/fama/increible-reaccion-fantino-entero-gano-river-brasil_0_vv0QoqHRY.html	Deportes	23
La UBA volvió a subir en un ranking y quedó entre las 10 mejores universidades de Latinoamérica	Infobae.com	Wed, 31 Oct 2018 06:39:44 GMT	https://www.infobae.com/educacion/2018/10/31/la-uba-volvio-a-subir-en-un-ranking-y-quedo-entre-las-10-mejores-universidades-de-latinoamerica/	Destacadas	21
La UBA volvió a subir en un ranking y quedó entre las 10 mejores universidades de Latinoamérica	Infobae.com	Wed, 31 Oct 2018 06:39:44 GMT	https://www.infobae.com/educacion/2018/10/31/la-uba-volvio-a-subir-en-un-ranking-y-quedo-entre-las-10-mejores-universidades-de-latinoamerica/	Internacional	21
"Cristiano Rattazzi: ""El mercado no le cree más a Mauricio Macri"""	El Cronista	Wed, 31 Oct 2018 11:46:36 GMT	https://www.cronista.com/economiapolitica/Cristiano-Rattazzi-El-mercado-no-le-cree-mas-a-Mauricio-Macri-20181031-0009.html	Nacional	20
Cómo salir de un grupo de WhatsApp sin que nadie se dé cuenta	TN	Tue, 30 Oct 2018 17:01:33 GMT	https://tn.com.ar/tecno/paso-paso/como-salir-de-un-grupo-de-whatsapp-sin-que-nadie-se-de-cuenta_910603	Ciencia y Tecnología	20
Tras la fuerte devaluación Argentina se ubica entre los países más baratos	El Tribuno.com.ar	Wed, 31 Oct 2018 04:08:40 GMT	https://www.eltribuno.com/jujuy/nota/2018-10-30-19-38-0-tras-la-fuerte-devaluacion-argentina-se-ubica-entre-los-paises-mas-baratos	Economía	18
Cuatro de las personas internadas tendrían triquinosis	Diario Uno	Wed, 31 Oct 2018 11:18:26 GMT	https://www.diariouno.com.ar/salud/cuatro-de-las-personas-internadas-tendrian-triquinosis-10312018_B1eTqR-wnm	Salud	16
Se cumplen 12 años del crimen de Nora Dalmasso	Sin Mordaza	Wed, 31 Oct 2018 14:17:50 GMT	https://www.sinmordaza.com/noticia/568066-se-cumplen-12-anos-del-crimen-de-nora-dalmasso.html	Nacional	15
La Corte le pidió al Gobierno $ 1600 millones para aumentos de sueldo	El Cronista	Wed, 31 Oct 2018 11:46:36 GMT	https://www.cronista.com/economiapolitica/La-Corte-le-pidio-al-Gobierno--1600-millones-para-aumentos-de-sueldo-20181031-0012.html	Nacional	15
La UIA cree que la actividad caerá 2,3% este año y alertó sobre el empleo	LA NACION (Argentina)	Wed, 31 Oct 2018 05:15:10 GMT	https://www.lanacion.com.ar/2186970-la-uia-estimo-que-la-actividad-caera-23-y-alerto-sobre-el-empleola-uia-cree-q	Economía	15
Nicole Neumann cumple años ¿y está en crisis con Matías Tasín, tras cuatro meses de romance?	Ciudad Magazine	Wed, 31 Oct 2018 12:47:01 GMT	https://www.ciudad.com.ar/espectaculos/nicole-neumann-cumple-anos--esta-crisis-matias-tasin-tras-cuatro-meses-romance_108857	Entretenimiento	15
Felipe Solá presentó su libro y fue duramente criticado por una de las invitadas al evento	Clarín.com	Wed, 31 Oct 2018 04:57:02 GMT	https://www.clarin.com/politica/felipe-sola-presento-libro-duramente-interpelado-invitadas-evento_0_99i269e-q.html	Nacional	14
Con buen clima externo e impulso de Petrobras, el Merval subió casi 2%	El Cronista	Wed, 31 Oct 2018 00:36:27 GMT	https://www.cronista.com/finanzasmercados/Con-buen-clima-externo-e-impulso-de-Petrobras-el-Merval-subio-casi-2-20181030-0043.html	Economía	13
Argentina Game Show: Los campeones	Bolavip	Mon, 29 Oct 2018 18:20:10 GMT	https://bolavip.com/gamer/Argentina-Game-Show-Los-campeones-20181029-0041.html	Ciencia y Tecnología	12
Un día en FaDea, la fábrica cordobesa de aviones militares que estuvo a punto de desaparecer y entregó tres Pampa III	Infobae.com	Wed, 31 Oct 2018 13:28:07 GMT	https://www.infobae.com/politica/2018/10/31/un-dia-en-fadea-la-fabrica-cordobesa-de-aviones-militares/	Destacadas	11
Un día en FaDea, la fábrica cordobesa de aviones militares que estuvo a punto de desaparecer y entregó tres Pampa III	Infobae.com	Wed, 31 Oct 2018 13:28:07 GMT	https://www.infobae.com/politica/2018/10/31/un-dia-en-fadea-la-fabrica-cordobesa-de-aviones-militares/	Nacional	11
Confirman que los perros tienen un “reloj interno” que les indica cuándo es la hora de la comida	Clarín.com	Tue, 30 Oct 2018 17:14:46 GMT	https://www.clarin.com/sociedad/afirman-perros-reloj-interno-indica-hora-comida_0_0OsNyezK0.html	Salud	11
Sancor autoriza hoy la venta de otros dos establecimientos en Córdoba	La Voz del Interior	Wed, 31 Oct 2018 12:50:06 GMT	http://agrovoz.lavoz.com.ar/actualidad/sancor-autoriza-hoy-venta-de-otros-dos-establecimientos-en-cordoba	Economía	10
La grieta tecnológica: ¿Cuál es el smartphone más usado de la Argentina?	Los Andes (Mendoza)	Tue, 30 Oct 2018 17:05:53 GMT	https://losandes.com.ar/article/view?slug%3Dla-grieta-tecnologica-cual-es-el-smartphone-mas-usado-de-la-argentina	Ciencia y Tecnología	7
Positivo balance de la campaña de detección precoz en el Hospital de Ushuaia	El Diario del Fin del Mundo	Tue, 30 Oct 2018 08:10:37 GMT	http://www.eldiariodelfindelmundo.com/noticias/2018/10/30/79378-positivo-balance-de-la-campana-de-deteccion-precoz-en-el-hospital-de-ushuaia	Salud	6
Solo un mes sin consumir marihuana produce una mejoría en la memoria	Economía y Negocios online	Wed, 31 Oct 2018 10:02:27 GMT	http://www.economiaynegocios.cl/noticias/noticias.asp?id%3D517651	Salud	4
Mejorar la postura: la prueba de la pared y tres ejercicios	Contexto	Wed, 31 Oct 2018 11:42:44 GMT	https://www.contextotucuman.com/nota/129677/mejorar-la-postura-la-prueba-de-la-pared-y-tres-ejercicios.html	Salud	3
Alerta de estafa: un servicio falso ofrece recuperar iPhones robados	TN	Tue, 30 Oct 2018 15:35:22 GMT	https://tn.com.ar/tecno/f5/alerta-de-estafa-un-servicio-falso-ofrece-recuperar-iphones-robados_910558	Ciencia y Tecnología	3
Un día como hoy la Iglesia reconoce que se equivocó con Galileo Galilei	elciudadanogba.com	Wed, 31 Oct 2018 11:40:28 GMT	http://www.elciudadanogba.com/31/10/2018/un-dia-como-hoy-la-iglesia-reconoce-que-se-equivoco-con-galileo-galilei/	Ciencia y Tecnología	2
"El Financial Times habla de la ""tensa calma"" cambiaria en Argentina"	MDZ Online	Tue, 30 Oct 2018 22:30:48 GMT	https://www.mdzol.com/dinero/El-Financial-Times-habla-de-la-tensa-calma-cambiaria-en-Argentina-20181030-0109.html	Economía	2
El papa Francisco les firmó una remera a los organizadores de la misa en Luján	Infobae.com	Wed, 31 Oct 2018 14:35:36 GMT	https://www.infobae.com/politica/2018/10/31/el-papa-francisco-firmo-les-firmo-una-remera-a-los-organizadores-de-la-misa-en-lujan/	Internacional	1
"Cristiano Rattazzi: ""El mercado no le cree más a Mauricio Macri"""	LA NACION (Argentina)	Wed, 31 Oct 2018 02:34:17 GMT	https://www.lanacion.com.ar/2186980-cristiano-rattazzi-el-mercado-no-le-cree	Destacadas	1
El papa Francisco les firmó una remera a los organizadores de la misa en Luján	Infobae.com	Wed, 31 Oct 2018 14:35:36 GMT	https://www.infobae.com/politica/2018/10/31/el-papa-francisco-firmo-les-firmo-una-remera-a-los-organizadores-de-la-misa-en-lujan/	Destacadas	1
Felipe Solá presentó su libro y fue duramente criticado por una de las invitadas al evento	Clarín.com	Wed, 31 Oct 2018 04:57:02 GMT	https://www.clarin.com/politica/felipe-sola-presento-libro-duramente-interpelado-invitadas-evento_0_99i269e-q.html	Destacadas	1
La AFIP abre el juego a los contadores para poner en marcha la factura de crédito electrónica	iprofesional.com	Wed, 31 Oct 2018 08:34:36 GMT	https://www.iprofesional.com/impuestos/280591-afip-impuesto-divisas-La-AFIP-abre-el-juego-a-los-contadores-para-poner-en-marcha-la-factura-de-credito-electronica	Economía	1
En un solo colegio de Jujuy hay 30 alumnas embarazadas	Perfil.com	Wed, 31 Oct 2018 11:44:25 GMT	https://www.perfil.com/noticias/sociedad/en-un-solo-colegio-de-jujuy-hay-30-alumnas-embarazadas.phtml	Destacadas	1
Un argentino, detrás del descubrimiento que podría marcar un antes y un después en el tratamiento contra el Alzheimer	Infobae.com	Wed, 31 Oct 2018 04:27:15 GMT	https://www.infobae.com/salud/2018/10/31/la-magnitud-de-los-resultados-de-este-descubrimiento-es-lo-mejor-que-le-paso-al-alzheimer-desde-el-ano-2002/	Salud	1
Los argentinos cambian su dieta por la crisis: menos carne, más fideos, más arroz	iprofesional.com	Wed, 31 Oct 2018 12:45:55 GMT	https://www.iprofesional.com/economia/280614-campo-consumo-carne-Los-argentinos-cambian-su-dieta-por-la-crisis-menos-carne-mas-fideos-mas-arroz	Economía	1
Inversión récord de YPF en la refinería de Luján	Diario Uno	Wed, 31 Oct 2018 11:22:03 GMT	https://www.diariouno.com.ar/economia/inversion-record-de-ypf-en-la-refineria-de-lujan-10312018_ByE7yzPn7	Economía	1
La polémica por el gol de Borré por un roce en el brazo y otras cuatro historias de una noche inolvidable en Porto Alegre	LA NACION (Argentina)	Wed, 31 Oct 2018 04:19:20 GMT	https://www.lanacion.com.ar/2187005-la-polemica-gol-borre-mano-otras-cuatro	Deportes	1
Tomate un Fernando	Olé	Wed, 31 Oct 2018 09:01:00 GMT	https://www.ole.com.ar/independiente/fernando-gaibor-acierto-ariel-holan_0__N8P7xybM.html	Deportes	1
Casados con hijos: ¡la serie de TV se va al teatro!	La Gaceta de Salta	Tue, 30 Oct 2018 20:11:57 GMT	https://www.lagacetasalta.com.ar/nota/113163/espectaculos/casados-hijos-la-serie-tv-se-va-al-teatro.html	Entretenimiento	1
"El ""mejor smartphone del mundo"" cuesta la mitad que un Iphone"	Infobae.com	Tue, 30 Oct 2018 18:39:18 GMT	https://www.infobae.com/tecno/2018/10/30/el-mejor-smartphone-del-mundo-cuesta-la-mitad-que-un-iphone/	Ciencia y Tecnología	1
"El presidente del Gremio sigue furioso por el fallo de Conmebol: ""Genera sospechas"""	TN	Sun, 04 Nov 2018 14:59:35 GMT	https://tn.com.ar/deportes/tremendo/el-presidente-del-gremio-furioso-contra-el-fallo-de-conmebol-genera-sospechas_912223	Deportes	2428
Cerca de mil migrantes de la caravana llegaron a Ciudad de México	Infobae.com	Sun, 04 Nov 2018 21:27:42 GMT	https://www.infobae.com/america/mexico/2018/11/04/migrantes-de-la-caravana-comenzaron-a-llegar-tambien-a-la-basilica-de-gudalupe-de-ciudad-de-mexico/	Internacional	1007
Naftas: YPF se sumó a la ola de aumentos y subió 2% el precio de sus combustibles	LA NACION (Argentina)	Sun, 04 Nov 2018 19:51:04 GMT	https://www.lanacion.com.ar/2188449-ypf-se-sumo-ola-aumentos-subio-2	Economía	446
La marcha de la economía, la carta en la manga de Trump para las elecciones legislativas de Estados Unidos	Clarín.com	Sun, 04 Nov 2018 21:25:46 GMT	https://www.clarin.com/mundo/marcha-economia-carta-manga-trump-elecciones-legislativas-unidos_0_DdAqwedPU.html	Internacional	331
Comienza en EE.UU. el juicio contra el capo narco El Chapo Guzmán	Clarín.com	Sun, 04 Nov 2018 21:31:00 GMT	https://www.clarin.com/mundo/comienza-ee-uu-juicio-capo-narco-chapo-guzman_0_l9_jhkVj8.html	Internacional	215
"La ""sorpresa"" que Lionel Messi le tiene preparada al Inter de Icardi"	Infobae.com	Sun, 04 Nov 2018 20:46:43 GMT	https://www.infobae.com/deportes-2/2018/11/04/la-sorpresa-que-lionel-messi-le-tiene-preparada-al-inter-de-icardi-barcelona/	Deportes	204
WhatsApp cambia, pero no mejora: por qué deberías dejar de usarlo	Clarín.com	Fri, 02 Nov 2018 16:31:21 GMT	https://www.clarin.com/tecnologia/whatsapp-cambia-mejora-deberias-dejar-usarlo_0_uKVhQ0aR9.html	Ciencia y Tecnología	186
Almirón tendrá un arranque durísimo	Olé	Sun, 04 Nov 2018 21:58:59 GMT	https://www.ole.com.ar/san-lorenzo/almiron-sanlorenzo-tecnico-biaggio-debut-velez-huracan_0_Do9mnb1vY.html	Deportes	183
Central rescató un empate ante Colón en Rosario	Télam	Sun, 04 Nov 2018 21:33:38 GMT	http://www.telam.com.ar/notas/201811/302508-central-recibira-manana-a-colon-con-identica-necesidad-de-recuperarse.html	Deportes	156
Hallan una nueva especie de dinosaurio en Neuquén	Infobae.com	Sat, 03 Nov 2018 15:51:06 GMT	https://www.infobae.com/salud/ciencia/2018/11/03/hallan-una-nueva-especie-de-dinosaurio-en-neuquen/	Ciencia y Tecnología	148
Olimpia vs. Cerro Porteño EN VIVO: igualan 2-2 por el clásico de Paraguay | EN DIRECTO	El Comercio	Sun, 04 Nov 2018 22:09:00 GMT	https://elcomercio.pe/deporte-total/olimpia-vs-cerro-porteno-vivo-online-via-tigo-sports-paraguay-fecha-17-torneo-clausura-noticia-nndc-574210	Deportes	112
Para la elección, las consultoras ven: dólar a $ 47, inflación al 32% y tasas al 40%	Clarín.com	Sun, 04 Nov 2018 02:14:28 GMT	https://www.clarin.com/economia/eleccion-consultoras-ven-dolar-47-inflacion-32-tasas-40_0_rdyezErnV.html	Economía	108
Emmanuel Gigliotti, la redención del Puma que se transformó en un gigante	Clarín.com	Sun, 04 Nov 2018 20:31:14 GMT	https://www.clarin.com/deportes/futbol/independiente/emmanuel-gigliotti-redencion-puma-transformo-gigante_0_vZiHueU2F.html	Deportes	95
Racing se puso en ventaja ante Newell's, pero sufrió dos bajas clave	Clarín.com	Sun, 04 Nov 2018 22:01:12 GMT	https://www.clarin.com/deportes/futbol/racing-newell-superliga-horario-tv-formaciones_0_zEQeop7An.html	Deportes	94
Sicilia: por las inundaciones fallecen 12 personas, nueve de una misma familia	Clarín.com	Sun, 04 Nov 2018 13:12:51 GMT	https://www.clarin.com/mundo/sicilia-inundaciones-fallecen-12-personas-misma-familia_0_OGdm3wnSa.html	Internacional	91
Por qué no hay motivo de alarma por la radiación de los celulares	Clarín.com	Sun, 04 Nov 2018 16:24:13 GMT	https://www.clarin.com/buena-vida/motivo-alarma-radiacion-celulares_0_DJkqIOUmm.html	Salud	80
Detuvieron a la pareja de la mujer que fue hallada muerta en Villa Gesell	Minutouno.com	Sun, 04 Nov 2018 19:39:23 GMT	https://m.minutouno.com/notas/3093931-detuvieron-la-pareja-la-mujer-que-fue-hallada-muerta-villa-gesell	Destacadas	73
Misterio por la muerte de una mujer en Villa Gesell: detuvieron a su pareja	Infobae.com	Sun, 04 Nov 2018 16:21:08 GMT	https://www.infobae.com/sociedad/policiales/2018/11/04/misterio-por-la-muerte-de-una-mujer-en-villa-gesell-detuvieron-a-su-pareja/	Nacional	73
Murió luego de recibir los pulmones de una fumadora	Crónica	Sun, 04 Nov 2018 22:09:10 GMT	https://www.cronica.com.ar/mundo/Murio-luego-de-recibir-los-pulmones-de-una-fumadora-20181104-0023.html	Salud	72
Aumentó la nafta: el Gobierno lanzó una guía que explica cómo gastar menos combustible	TN	Sat, 03 Nov 2018 15:05:54 GMT	https://tn.com.ar/autos/lo-ultimo/aumento-la-nafta-el-gobierno-lanzo-una-guia-que-explica-como-gastar-menos-combustible_911980	Economía	67
Conmoción en el mundo del Muay Thai: un campeón mundial murió tras sufrir un nocaut	Infobae.com	Sun, 04 Nov 2018 13:23:06 GMT	https://www.infobae.com/america/deportes/2018/11/04/conmocion-en-el-mundo-del-muay-thai-un-campeon-mundial-murio-tras-sufrir-un-nocaut/	Deportes	62
La investigación que reveló que la enfermedad de Parkinson podría originarse en el apéndice	MDZ Online	Sun, 04 Nov 2018 10:17:42 GMT	https://www.mdzol.com/sociedad/La-investigacion-que-revelo-que-la-enfermedad-de-Parkinson-podria-originarse-en-el-apendice-20181104-0008.html	Salud	59
La Iglesia podría anunciar que renuncia a los aportes del Estado	El Cronista	Sun, 04 Nov 2018 13:55:18 GMT	https://www.cronista.com/economiapolitica/La-Iglesia-podria-anunciar-que-renuncia-a-los-aportes-del-Estado-20181104-0001.html	Nacional	58
La Iglesia podría anunciar que renuncia a los aportes del Estado	El Cronista	Sun, 04 Nov 2018 13:55:18 GMT	https://www.cronista.com/economiapolitica/La-Iglesia-podria-anunciar-que-renuncia-a-los-aportes-del-Estado-20181104-0001.html	Destacadas	58
Súper TC 2000: Facundo Ardusso ganó los 200 kilómetros de Buenos Aires y el campeonato arde	Clarín.com	Sun, 04 Nov 2018 20:05:37 GMT	https://www.clarin.com/deportes/automovilismo/super-tc-2000-facundo-ardusso-gano-200-kilometros-buenos-aires-campeonato-arde_0_6wOabR5o6.html	Deportes	54
