id	depto	x	y
0220	Chivilcoy	-59.8081824177345	-34.9941294426444
0221	Chivilcoy	-59.7548941189971	-34.9164131006155
0222	Chivilcoy	-59.6980086968731	-35.0276142547478
0223	Chivilcoy	-59.8311076935085	-35.1109731015631
0224	Chivilcoy	-59.9101501549983	-35.0722370155668
0225	Chivilcoy	-59.9677733565686	-35.0459623572258
0226	Chivilcoy	-60.0670366238752	-35.0388958846469
0230	Colon	-61.0505552283649	-33.8850834031656
0230A	Colon	-61.1947425596156	-34.0163729550893
0231	Colon	-60.9240325658506	-33.7123801205035
0231A	Colon	-60.9477931235524	-33.888835111236
0248	Coronel de Marina L.Rosal	-62.0373622284139	-38.8636841122582
0248A	Coronel de Marina L.Rosal	-61.6135489540865	-38.9468075401157
0248B	Coronel de Marina L.Rosal	-61.8291157772548	-38.8517219488214
0249	Coronel de Marina L.Rosal	-61.907805634881	-38.7334332877623
0249A	Coronel de Marina L.Rosal	-62.0822140883306	-38.796604513142
0232	Coronel Dorrego	-61.3139611616317	-38.73791105574
0232A	Coronel Dorrego	-61.326128287052	-38.5580008895761
0233	Coronel Dorrego	-61.1962947248024	-38.8575841482554
0234	Coronel Dorrego	-61.5355772048971	-38.7175163873225
0235	Coronel Dorrego	-61.0672631969868	-38.4346532389693
0236	Coronel Dorrego	-60.8129284957725	-38.5686716678185
0236A	Coronel Dorrego	-60.6893640441634	-38.5805446674125
0237	Coronel Dorrego	-61.0670850425444	-38.6490127179345
0237A	Coronel Dorrego	-60.9625776735118	-38.7769032807574
0238	Coronel Dorrego	-60.74628627112	-38.8518117776673
0240	Coronel Pringles	-61.3802718158889	-37.9634240857487
0241	Coronel Pringles	-61.1306576416549	-37.8777344538796
0242	Coronel Pringles	-61.2016974809681	-38.0787124622947
0243	Coronel Pringles	-60.8983772441298	-38.1776075536933
0244	Coronel Pringles	-61.5058658796953	-38.0861854452436
0245	Coronel Pringles	-61.302155048981	-38.2520003376689
0246	Coronel Pringles	-61.6025819268779	-38.3727401120236
0252	Coronel Suarez	-62.0397671380385	-37.5671468691833
0253	Coronel Suarez	-61.8843702322325	-37.5532295859327
0254	Coronel Suarez	-61.8923291949663	-37.1591171703845
0255	Coronel Suarez	-61.7342014113303	-37.481604389456
0255A	Coronel Suarez	-61.6005638186093	-37.7159258750209
0256	Coronel Suarez	-61.8298585813039	-37.8586957597986
0256A	Coronel Suarez	-61.7610636182786	-38.077038856185
0257	Coronel Suarez	-62.2978645580278	-37.3519270043538
0258	Coronel Suarez	-62.182492106619	-37.258847396233
0258A	Coronel Suarez	-61.909140505804	-37.5106042553185
0258B	Coronel Suarez	-61.9376689631049	-37.486337442648
0258C	Coronel Suarez	-62.1267232457035	-37.4077692476362
0179	Daireaux	-61.7289955761596	-36.5823132481675
0180	Daireaux	-61.5502515768511	-36.7806143813974
0181	Daireaux	-61.8867072159835	-36.7417762704313
0182	Daireaux	-62.0925434093002	-36.5137441542105
0183	Daireaux	-62.2439160618496	-36.3927023204541
0282	Dolores	-57.6648290385213	-36.3144169761757
0283	Dolores	-57.5172594791204	-36.3645653922041
0284	Dolores	-57.6298443639463	-36.5732919170513
0285	Dolores	-57.7946027697942	-36.260775981763
0490	Ensenada	-57.9482506418162	-34.8853393629188
0491	Ensenada	-57.9877882475208	-34.8447811437107
0491A	Ensenada	-57.9850880869126	-34.8101992116065
0492	Ensenada	-57.9026190673658	-34.8397322789116
0773	Escobar	-58.8394340642027	-34.3483017736883
0773A	Escobar	-58.7394188753095	-34.4202225470224
0773B	Escobar	-58.7691704378595	-34.4023883899412
0774	Escobar	-58.7791668376076	-34.3223871473258
0775	Escobar	-58.7247938820679	-34.3708077032614
0775A	Escobar	-58.7182355409103	-34.2799527821916
0286	Esteban Echeverria	-58.5050121094061	-34.7435342451618
0286A	Esteban Echeverria	-58.4956910245642	-34.7705040893157
0287	Esteban Echeverria	-58.4998577725435	-34.8212446975341
0287A	Esteban Echeverria	-58.4895734962614	-34.839023855622
0287B	Esteban Echeverria	-58.4850209873907	-34.8907737439373
0287C	Esteban Echeverria	-58.4619080729226	-34.8670335068427
0287D	Esteban Echeverria	-58.4382304103862	-34.860707418436
0288	Esteban Echeverria	-58.4633206164967	-34.8235111151902
0288A	Esteban Echeverria	-58.4740986617192	-34.8100660244579
0288B	Esteban Echeverria	-58.4902243962186	-34.7969939630166
0291	Esteban Echeverria	-58.4431650786245	-34.8128231076407
0291A	Esteban Echeverria	-58.4587362983038	-34.7925959670829
0292	Exaltacion de la Cruz	-59.0986447601308	-34.2904255543804
0293	Exaltacion de la Cruz	-59.0141244417225	-34.3401838042353
0294	Exaltacion de la Cruz	-59.0846593932541	-34.3491788541256
0295	Exaltacion de la Cruz	-59.1163932192326	-34.3900325229019
0296	Exaltacion de la Cruz	-59.1409978442895	-34.236940238697
0297	Exaltacion de la Cruz	-59.1938827899985	-34.3087465136488
0298	Exaltacion de la Cruz	-59.2833664393767	-34.2277580942211
0289	Ezeiza	-58.5409737985888	-34.8211124221193
0290	Ezeiza	-58.5771288114424	-34.9067383132444
0302	Florencio Varela	-58.2743112245847	-34.7964969048293
0302A	Florencio Varela	-58.3081573507849	-34.8143292121465
0302B	Florencio Varela	-58.2892384317827	-34.8375181957239
0302C	Florencio Varela	-58.262965575946	-34.8307930370839
0302D	Florencio Varela	-58.2420314338841	-34.8120290821694
0302E	Florencio Varela	-58.222477822237	-34.8279211527713
0302F	Florencio Varela	-58.2814678368786	-34.933658676935
0303	Florencio Varela	-58.2430634485132	-34.921835104716
0303A	Florencio Varela	-58.2548056897621	-34.8632216941446
0303B	Florencio Varela	-58.2045892902636	-34.8610549689577
0361	Florentino Ameghino	-62.4139914206069	-34.8782416852919
0361A	Florentino Ameghino	-62.1944211432758	-34.9690665148809
0362	Florentino Ameghino	-62.5274186964958	-34.661028482172
0374	General  Rodriguez	-58.9867149366205	-34.6512110276084
0305	General Alvarado	-57.8957988158083	-38.2559578272779
0306	General Alvarado	-57.9117420036094	-38.1581889217204
0307	General Alvarado	-58.1919273771548	-38.1785052020564
0308	General Alvarado	-58.1376659910342	-38.3339261796642
0309	General Alvarado	-58.0082535292461	-38.0679279356975
0310	General Alvear	-59.9796274519683	-36.0749589661206
0311	General Alvear	-60.4523527397362	-36.0915664620096
0312	General Alvear	-60.1967599055202	-35.9178499487495
0313	General Alvear	-59.9955059320607	-35.9241573204371
0314	General Arenales	-61.3381443210109	-34.3920413235624
0314A	General Arenales	-61.4849592516741	-34.2799566551815
0315	General Arenales	-61.2771125257318	-34.3045954143138
0316	General Arenales	-61.1198320650224	-34.237401546471
0316A	General Arenales	-60.9658969325432	-34.2377863958656
0317	General Arenales	-61.170099735209	-34.1440334169761
0318	General Arenales	-61.3520390871788	-34.1470907781634
0320	General Belgrano	-58.5262516690989	-35.7774023421658
0321	General Belgrano	-58.4261173878949	-35.8739449365929
0322	General Belgrano	-58.6028251430894	-35.9557771579764
0323	General Belgrano	-58.7469253138778	-35.8109725500158
0324	General Belgrano	-58.9540633141521	-35.7062195728461
0326	General Guido	-57.9096318404214	-36.7034904309327
0327	General Guido	-58.0960970779078	-36.8994840318115
0328	General Guido	-58.0053917446782	-36.4854077097667
0340	General Juan Madariaga	-57.1489096727772	-36.9187920095968
0341	General Juan Madariaga	-57.390555482136	-37.1692761983108
0342	General Juan Madariaga	-57.0211868363692	-37.0966944184802
0343	General Juan Madariaga	-57.2106272549685	-37.3429536623801
0330	General Lamadrid	-61.3130807727879	-37.2069221140502
0331	General Lamadrid	-61.5452702863104	-37.0683702022491
0332	General Lamadrid	-61.1180411865305	-37.2278858369387
0333	General Lamadrid	-61.0219743137267	-37.3797274022465
0334	General Lamadrid	-61.5191656854728	-37.3967212311651
0335	General Lamadrid	-61.253873959243	-37.5763927264663
0336	General Lamadrid	-61.4193058717617	-37.7952118250931
0338	General Lavalle	-57.1412534705063	-36.6167772571562
0338A	General Lavalle	-56.8880518474316	-36.75814115915
0338B	General Lavalle	-56.8812130526023	-36.4331551566292
0345	General Paz	-58.3075991362156	-35.5277015040378
0346	General Paz	-58.3490291081454	-35.4650124907301
0347	General Paz	-58.2242412436789	-35.4786693829522
0348	General Paz	-58.3771858820496	-35.6162029343094
0349	General Paz	-58.4705320406001	-35.5953348372006
0350	General Paz	-58.4886299459025	-35.4114776046691
0351	General Paz	-58.4181953416637	-35.3218912322706
0352	General Paz	-58.2965783479573	-35.3823847068307
0354	General Pinto	-61.8610499969991	-34.8359540727132
0355	General Pinto	-62.1041284666637	-34.918537997336
0356	General Pinto	-61.8017453139167	-34.6994738283886
0357	General Pinto	-62.0500259223632	-34.5389362109921
0358	General Pinto	-62.2318849947954	-34.5686041561327
0359	General Pinto	-62.1021382903796	-34.7849267995412
0360	General Pinto	-61.9139986958216	-34.4159795146399
0364	General Pueyrredon	-57.5734657164402	-38.0382011276477
0365	General Pueyrredon	-57.5964455476522	-37.9644161446681
0366	General Pueyrredon	-57.5449385747202	-38.0199014764356
0366A	General Pueyrredon	-57.5735024112567	-38.0006782441389
0367	General Pueyrredon	-57.5530858623928	-37.9726648496948
0368	General Pueyrredon	-57.6580124032909	-37.8833983633813
0369	General Pueyrredon	-57.8471802594968	-37.9034318353133
0370	General Pueyrredon	-57.7040646457605	-38.0978857783259
0404	General Viamonte	-60.9628841447132	-34.993435913753
0405	General Viamonte	-61.0731695149464	-35.073289572943
0406	General Viamonte	-60.8966624622324	-35.0074518636042
0407	General Viamonte	-61.1997990700933	-35.0057710483213
0408	General Viamonte	-61.0598814932415	-34.7911574510395
0409	General Viamonte	-61.0421678367559	-34.8969808889447
0410	General Viamonte	-61.2400090811191	-35.1439824261032
0411	General Villegas	-62.9020044697913	-35.1166347812939
0412	General Villegas	-63.150086170087	-35.049132557961
0413	General Villegas	-63.2922970138919	-35.1369398039088
0414	General Villegas	-63.3546368062223	-35.3020742278801
0415	General Villegas	-63.2084535501271	-34.8664357200234
0416	General Villegas	-62.9480188713472	-34.8585307301224
0417	General Villegas	-62.7872911255647	-34.7637989728603
0418	General Villegas	-63.2377606567597	-34.644015547222
0419	General Villegas	-63.2037593332521	-34.4618172211148
0420	General Villegas	-62.9243014568595	-34.4915251540461
0421	General Villegas	-62.6985711401633	-34.4932170715385
0422	General Villegas	-62.4596943662724	-34.5094854368336
0547	Gral. Las Heras	-58.9414399823294	-34.9610661744182
0548	Gral. Las Heras	-58.9865417281195	-34.8312434465707
0548A	Gral. Las Heras	-59.0717029613399	-34.7770493987546
0548B	Gral. Las Heras	-59.0942939392893	-34.8557241175931
0430	Guamini	-62.3928557001284	-37.0254064557779
0431	Guamini	-62.6586749130065	-36.9097832157062
0432	Guamini	-62.2671314236123	-36.7856657725801
0433	Guamini	-62.2441510098561	-37.0611077018752
0434	Guamini	-62.529937061795	-36.6548475255077
0742	Hipolito Yrigoyen	-61.7682771482808	-36.3319513167098
0742A	Hipolito Yrigoyen	-61.569291677276	-36.2068073081039
0742B	Hipolito Yrigoyen	-61.4359842214848	-36.101955022511
0668	Hurlingham	-58.6371863635647	-34.6067965941933
0668A	Hurlingham	-58.6638968921943	-34.5908405030563
0666	Ituzaingo	-58.6948869150002	-34.6397863187961
0666A	Ituzaingo	-58.69249998971	-34.6172979290968
0667	Ituzaingo	-58.6743422823445	-34.6595522179334
0398	Jose C Paz	-58.7757976637367	-34.4972755091899
0398A	Jose C Paz	-58.7916343809232	-34.5179966723621
0398B	Jose C Paz	-58.7633854633234	-34.5376147350644
0444	Junin	-60.9548997233519	-34.5849894562864
0445	Junin	-60.9244172284698	-34.5322695416607
0446	Junin	-61.0323754050996	-34.5994821936942
0447	Junin	-60.8523470795914	-34.6288279085256
0448	Junin	-60.9431103699703	-34.7133001430072
0449	Junin	-60.7586801286546	-34.538872791454
0450	Junin	-60.8229136097263	-34.7112062824523
0451	Junin	-60.8374730168055	-34.4658770320481
0452	Junin	-61.0462069391601	-34.4873572924946
0453	Junin	-60.9255639696174	-34.4022393960045
0454	Junin	-61.1500385042327	-34.667253507146
0455	Junin	-61.2312314987877	-34.5199923763536
0456	Junin	-61.0959139290209	-34.3795091490989
0337	La Costa	-56.7350999164488	-36.3549417428234
0337A	La Costa	-56.7033678925594	-36.5143393053651
0337B	La Costa	-56.7136721001429	-36.8373917811316
0626	La Matanza	-58.5745338070235	-34.6705081973457
0626A	La Matanza	-58.5844412989668	-34.6925693434906
0627	La Matanza	-58.5381657897365	-34.6676076979252
0628	La Matanza	-58.5622771238276	-34.6550406741355
0629	La Matanza	-58.6017955335776	-34.6809037402689
0629A	La Matanza	-58.6078798164585	-34.7018456323295
0629B	La Matanza	-58.5651484065922	-34.7340718376329
0630	La Matanza	-58.5456454249481	-34.6498054644944
0631	La Matanza	-58.5278319870294	-34.6840362354528
0631A	La Matanza	-58.5543505315191	-34.7108496478169
0631B	La Matanza	-58.5268376765656	-34.7327078101909
0632	La Matanza	-58.523251192888	-34.7047774836759
0633	La Matanza	-58.4898654611668	-34.7030993663412
0634	La Matanza	-58.5144184922053	-34.6758052598479
0635	La Matanza	-58.621750642995	-34.7239925615942
0635A	La Matanza	-58.6502590334342	-34.7631432658497
0635B	La Matanza	-58.5858057910565	-34.751341659688
0635C	La Matanza	-58.6076009763297	-34.7846176176295
0635D	La Matanza	-58.6994916324235	-34.8322895053091
0635E	La Matanza	-58.6476713904935	-34.8561820541674
0460	La Plata	-57.9396640311455	-34.9074993131404
0461	La Plata	-57.947573335189	-34.9147520036212
0462	La Plata	-57.9511446216402	-34.9180346450628
0463	La Plata	-57.954739420569	-34.9212938356419
0464	La Plata	-57.9588153033413	-34.9250249117856
0465	La Plata	-57.9628731200425	-34.9220166167796
0466	La Plata	-57.9587771101284	-34.9182939734701
0467	La Plata	-57.9552436529304	-34.9149857956418
0468	La Plata	-57.9516468670286	-34.9116976497862
0469	La Plata	-57.9437664931547	-34.9045206992741
0471	La Plata	-57.9464762262812	-34.8999080255096
0472	La Plata	-57.9523560640355	-34.9052119908451
0473	La Plata	-57.9574640202294	-34.9099143714389
0474	La Plata	-57.9651514228747	-34.9170073926025
